latitude	longitude	depth	time	chl	fe	no3	nppv	o2	ph	phyc	po4	si	spco2	query_id
-13.25	-96.25	5.140361	2011-04-01	0.19695221	1.5602292e-05	3.7837963	9.119215	211.95068	8.029998	1.6428856	0.6195702	0.585333	41.13034	TARA_100_d5
-13.25	-96.25	47.21189	2011-04-01	0.15856333	9.155864e-06	2.1925375	2.5827534	234.67047	8.049634	1.0285501	0.6104157	0.96480805	41.13034	TARA_100_d50
-5.25	-85.25	41.18002	2011-05-01	0.29938743	6.927982e-05	9.502084	8.696509	197.5191	7.9190884	1.2596931	1.0853237	2.3759818	45.44386	TARA_102_d40
-5.25	-85.25	457.6256	2011-05-01	0.002895242	0.0005161379	22.421558	0.0	1.0001552	7.528106	0.01278869	3.0372396	44.869053	45.44386	TARA_102_d480
-5.25	-85.25	5.140361	2011-05-01	0.21925676	2.590754e-05	3.2120159	12.3499155	211.6169	7.983496	1.6110643	0.57053393	1.0273075	45.44386	TARA_102_d5
0.0	-84.5	370.6885	2011-05-01	0.003019639	0.0006255783	34.955387	0.0	1.728583	7.548698	0.012861516	2.8403497	40.301327	44.097645	TARA_106_d380
0.0	-84.5	41.18002	2011-05-01	0.49905038	0.00012479274	9.805947	10.561587	176.2754	7.9430223	1.5747305	0.97097546	5.392634	44.097645	TARA_106_d40
0.0	-84.5	5.140361	2011-05-01	0.39961478	0.00011651504	2.8244464	28.816877	214.26704	7.993288	2.3354735	0.5009391	1.6337972	44.097645	TARA_106_d5
0.0	-84.5	47.21189	2011-05-01	0.58104074	0.00014840966	10.723967	9.2107525	169.08543	7.937306	1.6323605	1.0158391	5.990189	44.097645	TARA_106_d50
1.75	-84.5	30.87456	2011-05-01	0.22380142	2.9599169e-05	4.0203505	9.222848	211.35287	7.9661117	1.2958313	0.6054395	2.4260304	43.702328	TARA_109_d30
1.75	-84.5	370.6885	2011-05-01	0.0032081867	0.00060229684	30.881748	0.0	1.4248325	7.5442395	0.013092951	2.8617692	40.182575	43.702328	TARA_109_d380
1.75	-84.5	41.18002	2011-05-01	0.26259714	5.0024755e-05	6.5889277	8.02076	202.1827	7.956639	1.1728554	0.78920096	3.7815192	43.702328	TARA_109_d40
1.75	-84.5	5.140361	2011-05-01	0.23638421	3.241672e-05	1.8405035	15.920732	211.63731	7.9931984	1.7258219	0.42544445	1.2519711	43.702328	TARA_109_d5
-2.0	-84.5	370.6885	2011-06-01	0.0031371561	0.000593985	32.201366	0.0	1.1736846	7.5426846	0.01298589	2.9008608	41.609474	47.152412	TARA_110_d380
-2.0	-84.5	5.140361	2011-06-01	0.33917725	7.898131e-05	5.8766656	19.410698	215.3442	7.975795	1.8843769	0.7433485	2.408663	47.152412	TARA_110_d5
-2.0	-84.5	47.21189	2011-06-01	0.49445924	0.00017720579	11.041086	6.9037657	164.4792	7.9334683	1.3465644	1.0470575	5.373351	47.152412	TARA_110_d50
-17.0	-100.75	333.8628	2011-06-01	0.006499077	0.00038983248	24.08455	0.0	141.14099	7.8254466	0.016994467	1.7878728	15.370048	38.029728	TARA_111_d350
-17.0	-100.75	5.140361	2011-06-01	0.13665804	5.2176406e-06	1.570682	2.910296	222.87473	8.0615	1.2305566	0.5864945	0.84496444	38.029728	TARA_111_d5
-17.0	-100.75	86.92943	2011-06-01	0.15389062	9.929646e-06	2.26142	0.8638557	231.54414	8.054896	0.6810624	0.56932366	0.97770077	38.029728	TARA_111_d90
-23.25	-129.5	147.4062	2011-06-01	0.16354752	2.4738607e-05	0.03225065	0.527789	222.94499	8.092414	0.62733966	0.059319057	1.1410853	37.65451	TARA_112_d155
-23.25	-129.5	163.1645	2011-06-01	0.19042887	3.4578898e-05	0.24871106	0.41628766	220.94359	8.087967	0.58170706	0.07722679	1.1367881	37.65451	TARA_112_d165
-23.25	-129.5	163.1645	2011-06-01	0.19042887	3.4578898e-05	0.24871106	0.41628766	220.94359	8.087967	0.58170706	0.07722679	1.1367881	37.65451	TARA_112_d170
-23.25	-129.5	5.140361	2011-06-01	0.042413816	4.968616e-05	0.00046018054	0.2633946	212.3032	8.064791	0.6765508	0.09446535	1.1108454	37.65451	TARA_112_d5
-23.25	-129.5	697.2587	2011-06-01	0.0027806382	0.0005373403	31.570843	0.0	175.75732	7.831823	0.012729853	2.205796	23.985577	37.65451	TARA_112_d696
-23.0	-135.0	5.140361	2011-07-01	0.04898461	0.0001419117	0.00049950456	0.2945184	214.92624	8.082025	0.62785834	0.10192584	1.1031376	35.889336	TARA_113_d5
-23.25	-135.0	5.140361	2011-07-01	0.050833017	0.00011236376	0.00053449924	0.28229615	215.21625	8.082766	0.62379825	0.09673812	1.1059382	35.79861	TARA_114_d5
-23.25	-135.0	5.140361	2011-07-01	0.050833017	0.00011236376	0.00053449924	0.28229615	215.21625	8.082766	0.62379825	0.09673812	1.1059382	35.79861	TARA_115_d5
-23.25	-135.0	5.140361	2011-07-01	0.050833017	0.00011236376	0.00053449924	0.28229615	215.21625	8.082766	0.62379825	0.09673812	1.1059382	35.79861	TARA_116_d5
-23.25	-135.0	5.140361	2011-07-01	0.050833017	0.00011236376	0.00053449924	0.28229615	215.21625	8.082766	0.62379825	0.09673812	1.1059382	35.79861	TARA_117_d5
-23.25	-135.0	5.140361	2011-07-01	0.050833017	0.00011236376	0.00053449924	0.28229615	215.21625	8.082766	0.62379825	0.09673812	1.1059382	35.79861	TARA_118_d5
-23.0	-135.0	5.140361	2011-07-01	0.04898461	0.0001419117	0.00049950456	0.2945184	214.92624	8.082025	0.62785834	0.10192584	1.1031376	35.889336	TARA_119_d5
-23.0	-135.0	5.140361	2011-07-01	0.04898461	0.0001419117	0.00049950456	0.2945184	214.92624	8.082025	0.62785834	0.10192584	1.1031376	35.889336	TARA_120_d5
-23.0	-135.0	5.140361	2011-07-01	0.04898461	0.0001419117	0.00049950456	0.2945184	214.92624	8.082025	0.62785834	0.10192584	1.1031376	35.889336	TARA_121_d5
-9.0	-139.25	120.0	2011-08-01	0.22822562	3.113696e-05	4.959205	0.6593608	185.86537	8.001851	0.5990023	0.6884332	1.4392118	41.581673	TARA_122_d115
-9.0	-139.25	5.140361	2011-08-01	0.1737702	1.2340289e-05	3.350414	6.702784	207.93181	8.021544	1.3213636	0.5663406	1.8768468	41.581673	TARA_122_d5
-9.0	-139.25	628.026	2011-08-01	0.00277417	0.00065039075	37.310925	0.0	92.628174	7.721174	0.012714956	2.639305	49.584064	41.581673	TARA_122_d600
-9.0	-140.25	147.4062	2011-08-01	0.0966434	6.9220834e-05	5.3257256	0.050578028	179.76985	7.9920244	0.25017798	0.74304616	1.3038393	41.492443	TARA_123_d150
-9.0	-140.25	5.140361	2011-08-01	0.24517949	4.0219074e-05	3.2681873	11.916663	208.23419	8.022165	1.4829086	0.5610113	1.8439777	41.492443	TARA_123_d5
-9.0	-140.5	120.0	2011-08-01	0.19903544	3.6063517e-05	4.0098567	0.4500813	186.89209	8.015717	0.5189743	0.62750995	1.3520322	41.504017	TARA_124_d120
-9.0	-140.5	5.140361	2011-08-01	0.21572891	2.4274746e-05	3.2738492	9.5352	208.04239	8.022021	1.4011766	0.5610624	1.8387363	41.504017	TARA_124_d5
-9.0	-142.5	133.0758	2011-08-01	0.18723255	2.1981334e-05	3.1096342	0.3440909	190.85838	8.0292845	0.4956235	0.5767704	1.1046351	41.37301	TARA_125_d140
-9.0	-142.5	5.140361	2011-08-01	0.16993761	1.1326517e-05	3.2184217	6.712032	207.23524	8.023108	1.3409493	0.55476576	1.9124929	41.37301	TARA_125_d5
-12.0	-151.25	5.140361	2011-09-01	0.14142573	5.7719585e-06	1.9630893	5.1159024	207.0919	8.048053	1.4139563	0.45268342	1.7306736	38.72583	TARA_126_d5
-6.5	-152.5	97.04131	2011-09-01	0.21669607	2.8853083e-05	4.74701	1.788523	197.28365	7.9903007	0.7368773	0.6564839	2.2987733	44.04499	TARA_127_d100
-6.5	-152.5	5.140361	2011-09-01	0.19041754	1.806839e-05	4.0067477	8.778391	207.93988	8.001122	1.3962396	0.6156154	2.3925536	44.04499	TARA_127_d5
-0.5	-153.25	41.18002	2011-09-01	0.34198555	6.4295295e-05	6.7834024	15.920483	195.50732	7.964856	1.7359393	0.76390237	3.9258475	48.152523	TARA_128_d40
-0.5	-153.25	5.140361	2011-09-01	0.2865318	5.6036926e-05	6.4739437	13.833472	200.62277	7.967874	1.5270036	0.7495354	3.7988267	48.152523	TARA_128_d5
6.75	-153.0	5.140361	2011-09-01	0.1532012	8.214805e-06	2.131139	6.3818374	205.05598	8.025077	1.3530303	0.44379267	2.28188	40.247276	TARA_129_d5
6.75	-153.0	77.61116	2011-09-01	0.16589607	1.1203032e-05	2.616512	1.9300176	200.03287	8.011945	0.75503296	0.48946103	2.3150325	40.247276	TARA_129_d80
6.75	-153.0	86.92943	2011-09-01	0.21251334	1.6254686e-05	3.2588966	1.8487973	195.41179	8.005661	0.786791	0.5406345	2.4909332	40.247276	TARA_129_d85
11.25	-152.5	5.140361	2011-09-01	0.17355245	1.0302622e-05	1.1174661	7.659602	205.83769	8.0394745	1.4939458	0.39970353	1.9994817	38.740612	TARA_130_d5
22.75	-158.0	108.0303	2011-10-01	0.19437093	7.305934e-05	0.017691942	1.5756059	221.76276	8.074126	0.7713113	0.18471771	1.6975445	38.568645	TARA_131_d110
22.75	-158.0	5.140361	2011-10-01	0.08015137	0.0007197415	0.00040997125	1.3871539	208.55537	8.046574	1.204067	0.26220575	1.7089432	38.568645	TARA_131_d5
22.75	-158.0	773.3683	2011-10-01	0.0027711112	0.0007056339	42.636257	0.0	39.34768	7.5925493	0.012700921	3.0829408	95.67926	38.568645	TARA_131_d746
31.5	-159.0	120.0	2011-10-01	0.32029146	3.5083707e-05	5.6359277	0.9600977	251.68411	8.070968	0.8844939	0.46385798	3.8143222	42.321777	TARA_132_d115
31.5	-159.0	5.140361	2011-10-01	0.06596928	0.00010934758	0.0010380093	0.57858247	214.31912	8.0120535	1.1506712	0.030907638	2.3074462	42.321777	TARA_132_d5
31.5	-159.0	565.2923	2011-10-01	0.003657652	0.0006407718	28.405144	0.0	121.19144	7.8155813	0.013869265	2.0240116	58.130093	42.321777	TARA_132_d550
35.25	-127.75	47.21189	2011-11-01	0.16527535	1.0784124e-05	0.6787742	1.6478541	251.47946	8.034339	1.1023171	0.39285672	2.259948	38.238018	TARA_133_d45
35.25	-127.75	5.140361	2011-11-01	0.1681417	9.702804e-06	0.44302782	2.9522548	247.63004	8.039494	1.2526892	0.3877085	2.016127	38.238018	TARA_133_d5
35.25	-127.75	628.026	2011-11-01	0.0027696409	0.0006289026	42.974503	0.0	21.1645	7.537861	0.012693989	3.1909022	101.89313	38.238018	TARA_133_d650
32.75	-122.0	5.140361	2011-11-01	0.17961082	1.3541568e-05	1.7159553	3.841988	249.0106	8.044579	1.3779397	0.56138325	1.6623942	38.200645	TARA_134_d5
33.0	-121.75	30.87456	2011-11-01	0.18063815	1.3739813e-05	1.727966	3.7435644	249.48111	8.04389	1.3767099	0.56928885	1.6475317	38.178036	TARA_135_d30
33.0	-121.75	5.140361	2011-11-01	0.18131469	1.3791026e-05	1.71723	3.926335	249.3213	8.044929	1.3925817	0.5698739	1.6291038	38.178036	TARA_135_d5
33.0	-121.75	628.026	2011-11-01	0.002769615	0.0006519685	41.106544	0.0	16.38403	7.5501137	0.012693986	3.2074134	90.86647	38.178036	TARA_135_d650
17.0	-119.0	5.140361	2011-12-01	0.061506737	0.00010716351	0.0006562776	0.60053587	212.68169	8.052778	0.9606261	0.4189226	1.7070851	37.546814	TARA_136_d5
14.25	-116.75	370.6885	2011-12-01	0.002769509	0.00066213927	35.0408	0.0	1.5862945	7.5525203	0.012690427	2.9642274	49.008728	40.25798	TARA_137_d375
14.25	-116.75	41.18002	2011-12-01	0.25791335	4.8645135e-05	6.4293656	7.951979	170.68362	7.9323955	1.147715	0.925848	2.6652765	40.25798	TARA_137_d40
14.25	-116.75	5.140361	2011-12-01	0.1861521	1.42530325e-05	1.9914078	8.120451	208.50545	8.018566	1.5218308	0.5412347	1.610524	40.25798	TARA_137_d5
6.25	-103.0	457.6256	2011-12-01	0.002773455	0.00064310245	38.821804	0.0	11.051605	7.5612774	0.012693352	3.0041056	51.860893	37.36258	TARA_138_d450
6.25	-103.0	5.140361	2011-12-01	0.15839341	8.470363e-06	0.99169034	6.0083494	209.58707	8.042119	1.3961596	0.42886934	1.3803295	37.36258	TARA_138_d5
6.25	-103.0	61.11284	2011-12-01	0.46983528	8.2448285e-05	19.757725	3.6853287	90.66732	7.8077307	1.2528255	1.6467896	7.194866	37.36258	TARA_138_d60
6.5	-95.5	5.140361	2011-12-01	0.1742033	1.2994645e-05	1.9505404	7.939052	205.25777	8.016902	1.4687887	0.5499473	1.392779	40.183426	TARA_139_d5
7.5	-79.25	5.140361	2012-01-01	0.35782573	0.00071011926	0.8458116	36.611954	214.60983	8.037506	1.8390026	0.28053907	2.1023645	36.861687	TARA_140_d5
9.75	-80.0	5.140361	2012-01-01	0.09812366	0.0020281435	0.0037511108	2.904833	204.47826	8.060165	1.0526863	0.0005156827	6.116954	36.475143	TARA_141_d5
25.5	-88.5	120.0	2012-01-01	0.19158757	0.00069528475	6.5029416	0.28388172	170.97255	8.024005	0.49004593	0.43827167	3.1701446	33.285748	TARA_142_d125
25.5	-88.5	5.140361	2012-01-01	0.112594664	0.0008131931	0.0028625166	2.6381884	213.48137	8.101783	1.0045587	0.003974602	3.5705185	33.285748	TARA_142_d5
25.5	-88.5	628.026	2012-01-01	0.0028349105	0.00072348735	27.453455	0.0	164.9367	7.8299623	0.012726764	1.7775954	22.19167	33.285748	TARA_142_d640
30.0	-79.75	300.8875	2012-01-01	0.011658306	0.00087778794	19.005262	0.0	161.5143	7.966262	0.031870227	1.2420948	11.619411	33.860977	TARA_143_d300
30.0	-79.75	41.18002	2012-01-01	0.37171865	0.0011365573	0.117004596	13.388417	211.20827	8.090505	1.6626378	0.014963781	3.7846217	33.860977	TARA_143_d40
30.0	-79.75	5.140361	2012-01-01	0.3331805	0.0011566081	0.054635543	12.762951	211.84166	8.093901	1.7409815	0.008851297	3.8220437	33.860977	TARA_143_d5
36.25	-72.75	370.6885	2012-02-01	0.010546449	0.00077314157	13.031305	0.0	164.13739	7.953601	0.028850587	0.84335893	6.5116906	32.85128	TARA_144_d390
36.25	-72.75	5.140361	2012-02-01	0.64823544	0.0005912104	0.6703851	17.64504	217.2428	8.108837	2.1294963	0.05741922	2.4569237	32.85128	TARA_144_d5
39.25	-70.0	5.140361	2012-02-01	1.2916198	0.00072912534	1.9616128	25.609043	228.64914	8.135959	4.0148025	0.14932498	2.62066	30.577364	TARA_145_d5
39.25	-70.0	565.2923	2012-02-01	0.00442667	0.0007238735	19.761457	0.0	198.3972	7.976103	0.015220019	1.2717702	12.681349	30.577364	TARA_145_d590
34.75	-71.25	5.140361	2012-02-01	0.7560063	0.00061339914	1.6530743	14.405198	222.14339	8.116031	2.268101	0.13167292	2.3345187	32.323277	TARA_146_d5
34.75	-71.25	628.026	2012-02-01	0.00477244	0.0007326748	20.07237	0.0	183.25891	7.9703074	0.015820835	1.2893566	12.829306	32.323277	TARA_146_d640
33.0	-66.5	5.140361	2012-03-01	0.7175187	0.00047655462	1.2096204	24.649605	226.03833	8.109376	2.561504	0.100710176	1.9733225	32.96681	TARA_147_d5
31.75	-64.25	5.140361	2012-03-01	0.5427382	0.00037297342	0.40455696	18.821743	226.57925	8.117779	1.9878112	0.041960564	1.745931	32.136482	TARA_148_d5
34.0	-57.0	244.8906	2012-03-01	0.013935048	0.0007314543	9.43861	0.0	173.53294	8.000798	0.037487794	0.6159998	4.3671107	32.610874	TARA_148b_d250
34.0	-49.75	5.140361	2012-03-01	0.46891263	0.00015358043	0.5384417	14.674265	235.3315	8.120351	1.8422407	0.05200333	1.4918579	31.953772	TARA_149_d5
34.0	-49.75	773.3683	2012-03-01	0.0039704987	0.00066181726	18.80707	0.0	179.85097	7.9553375	0.013921455	1.1734418	10.995443	31.953772	TARA_149_d740
35.75	-37.0	41.18002	2012-03-01	0.15254255	5.6944293e-05	0.016869288	2.6558547	240.85757	8.107081	1.0763589	0.022042507	1.0502203	33.12111	TARA_150_d40
35.75	-37.0	5.140361	2012-03-01	0.15025033	5.7752273e-05	0.015547926	2.5703857	240.79474	8.107992	1.0819738	0.02182666	1.0499214	33.12111	TARA_150_d5
36.25	-28.75	5.140361	2012-03-01	0.04470103	0.00038223856	0.0017230047	0.17812617	241.67575	8.079459	0.62593997	0.025231212	1.0668967	35.93105	TARA_151_d5
36.25	-28.75	77.61116	2012-03-01	0.06695218	0.0002285688	0.0010838452	0.31215048	249.34796	8.0819	0.6125487	0.02859074	1.1336341	35.93105	TARA_151_d80
43.75	-16.75	26.5583	2012-04-01	0.3642355	9.306747e-05	2.824157	8.388396	265.66962	8.089406	1.6797783	0.2413023	1.6269647	34.783398	TARA_152_d25
43.75	-16.75	5.140361	2012-04-01	0.36603308	9.426585e-05	2.7983124	9.917173	265.31268	8.089058	1.7867808	0.23835003	1.6161546	34.783398	TARA_152_d5
43.75	-16.75	773.3683	2012-04-01	0.0058609084	0.00067418214	12.389986	0.0	188.3937	8.003669	0.016796095	0.77443093	5.9019465	34.783398	TARA_152_d800
43.75	-16.75	86.92943	2012-04-01	0.14079629	0.00015321244	4.389123	0.26314402	255.5023	8.075553	0.43166375	0.33569157	1.9545362	34.783398	TARA_152_d82
44.0	-16.5	97.04131	2012-04-01	0.15732186	0.00015514519	4.185692	1.2380023	256.829	8.078799	0.55067146	0.3221407	1.9334457	34.71563	TARA_153_d100
44.0	-16.5	26.5583	2012-04-01	0.40063688	0.00010515847	3.014146	8.345196	265.408	8.090104	1.7052814	0.25117657	1.6828439	34.71563	TARA_153_d25
54.5	-16.75	41.18002	2013-06-01	0.41362828	0.00018154558	4.7785945	2.1912868	274.37885	8.079145	1.357327	0.40021238	2.4270146	34.770035	TARA_155_d40
54.5	-16.75	5.140361	2013-06-01	0.7862484	0.0001374364	3.877563	19.80066	277.64526	8.087647	4.174974	0.3269574	1.831149	34.770035	TARA_155_d5
54.5	-16.75	773.3683	2013-06-01	0.0054318	0.0006956045	15.77329	0.0	214.60774	7.9868317	0.01716629	1.0241846	8.965905	34.770035	TARA_155_d751
67.25	0.25	26.5583	2013-06-01	0.3894186	9.515294e-05	5.391313	3.9736056	333.8472	8.062778	1.5898165	0.4434483	2.4727905	40.968006	TARA_158_d25
67.25	0.25	5.140361	2013-06-01	0.34804198	7.538038e-05	4.6029234	9.028497	304.16574	8.024211	2.3220556	0.3807823	2.0728202	40.968006	TARA_158_d5
67.25	0.25	628.026	2013-06-01	0.005118785	0.00067733036	12.781105	0.0	299.79657	8.053563	0.017483551	0.8914742	7.477797	40.968006	TARA_158_d651
76.0	1.75	508.6399	2013-06-01	0.011966487	0.00067830156	12.003887	0.0	300.4264	8.064072	0.04040952	0.8343885	6.42612	32.793488	TARA_163_d499
76.0	1.75	5.140361	2013-06-01	0.7144314	0.00019223105	5.7898164	10.225861	337.62115	8.104511	3.726428	0.46933848	2.8512394	32.793488	TARA_163_d5
72.5	44.25	41.18002	2013-07-01	0.40503073	0.0005764122	6.985167	0.88166547	337.64203	8.086785	1.0836991	0.56465226	3.8977692	38.50606	TARA_168_d40
72.5	44.25	5.140361	2013-07-01	0.26311398	0.000118800555	0.011975218	4.6597676	295.59494	8.049845	2.045622	0.09981628	0.56650776	38.50606	TARA_168_d5
72.5	44.25	53.85064	2013-07-01	0.17715408	0.0006807353	8.274155	0.20884821	331.49414	8.075915	0.45694008	0.63667214	4.748111	38.50606	TARA_168_d55
79.0	75.25	30.87456	2013-07-01	0.15304102	0.001153122	6.384147	0.30107	352.81485	8.106016	0.67837393	0.49981087	4.1895485	31.595957	TARA_173_d33
79.0	75.25	35.7402	2013-07-01	0.14487189	0.0011719002	6.770418	0.24220602	349.81284	8.105856	0.6132357	0.52699536	4.260931	31.595957	TARA_173_d35
79.0	75.25	5.140361	2013-07-01	0.18076168	0.0010583812	5.2207413	0.9580084	364.3221	8.108224	1.0523707	0.41484225	4.0587773	31.595957	TARA_173_d5
79.25	66.5	199.79	2013-07-01	0.013349284	0.0008347226	9.813178	0.00014532433	313.38312	8.073553	0.037817083	0.7233355	5.6240315	29.339527	TARA_175_d199
79.25	66.5	199.79	2013-07-01	0.013349284	0.0008347226	9.813178	0.00014532433	313.38312	8.073553	0.037817083	0.7233355	5.6240315	29.339527	TARA_175_d200
79.25	66.5	5.140361	2013-07-01	1.1907328	0.00037808937	3.03945	10.236916	388.2441	8.131575	6.0650477	0.29929963	4.7414117	29.339527	TARA_175_d5
79.25	66.5	53.85064	2013-07-01	0.13091327	0.0006444522	7.37078	0.061067283	349.30142	8.100659	0.42055717	0.5675049	5.2684283	29.339527	TARA_175_d55
77.25	73.25	5.140361	2013-07-01	0.8482674	0.0012679534	6.285563	13.46293	367.74323	8.139269	4.2776513	0.49069634	4.048681	29.743689	TARA_178_d5
75.25	75.5	30.87456	2013-08-01	0.4912281	0.0044272454	1.9183931	0.5895911	366.76602	8.02641	1.6285721	0.19265576	12.340611	36.20219	TARA_180_d30
75.25	75.5	35.7402	2013-08-01	0.35827962	0.0060554533	1.760135	0.31310695	360.2462	8.014178	1.2236682	0.23748925	13.360522	36.20219	TARA_180_d35
75.25	75.5	5.140361	2013-08-01	0.73220485	0.0018836496	1.4528383	2.7344341	371.68317	8.0105715	4.2233834	0.00062283274	24.702534	36.20219	TARA_180_d5
78.25	91.75	16.52532	2013-08-01	0.16228412	0.0022801817	5.9777393	0.16176519	354.3613	8.083829	0.8399473	0.49282038	4.451403	31.390593	TARA_188_d17
78.25	91.75	19.4298	2013-08-01	0.16358764	0.0027409904	6.021963	0.14742261	353.40536	8.081174	0.8120253	0.4975312	4.47438	31.390593	TARA_188_d18
78.25	91.75	19.4298	2013-08-01	0.16358764	0.0027409904	6.021963	0.14742261	353.40536	8.081174	0.8120253	0.4975312	4.47438	31.390593	TARA_188_d20
78.25	91.75	5.140361	2013-08-01	0.1341396	0.0015888095	5.634275	0.19369414	360.45538	8.109156	0.8009863	0.4594304	4.2110066	31.390593	TARA_188_d5
78.0	116.5	19.4298	2013-09-01	0.40149635	0.0012147189	4.120325	0.70742595	372.60873	8.073123	1.3190832	0.35916352	7.097756	34.688087	TARA_189_d20
78.0	116.5	300.8875	2013-09-01	0.017943053	0.001426738	8.20498	0.0	332.22617	8.064022	0.053252086	0.63106745	5.3328886	34.688087	TARA_189_d299
78.0	116.5	35.7402	2013-09-01	0.30522037	0.001205772	5.503231	0.1988302	360.13748	8.070159	0.9832798	0.45399252	5.9160366	34.688087	TARA_189_d35
78.0	116.5	5.140361	2013-09-01	0.8787505	0.0022540202	1.9578997	4.805294	379.21036	8.052555	3.192202	0.1859509	10.231125	34.688087	TARA_189_d5
71.5	161.0	5.140361	2013-09-01	1.740398	0.0037529976	0.10742387	12.408128	354.394	8.023588	6.202317	0.7408635	20.301025	36.83943	TARA_191_d5
71.0	175.0	5.140361	2013-09-01	1.05154	0.00094950316	4.270436	9.664713	376.41586	8.120389	4.634293	0.8123575	11.722603	30.375952	TARA_193_d5
73.25	-168.5	35.7402	2013-09-01	0.21997811	0.0014265289	10.476833	0.12283808	344.65485	8.007822	0.7734107	1.2969553	24.755865	30.768478	TARA_194_d35
73.25	-168.5	5.140361	2013-09-01	0.21563165	0.0009144777	9.676518	0.4701313	374.01913	8.118339	1.0064161	1.094387	16.016752	30.768478	TARA_194_d5
72.0	-155.0	5.140361	2013-09-01	1.562359	0.0018625994	3.365354	12.3256445	354.8294	8.112356	6.017538	0.78858346	10.79028	30.883928	TARA_196_d5
74.25	-85.75	35.7402	2013-10-01	0.22662088	0.0014086099	7.1847277	0.04527096	364.19168	8.043018	0.6523255	0.9388141	14.883025	32.31326	TARA_201_d35
74.25	-85.75	35.7402	2013-10-01	0.22662088	0.0014086099	7.1847277	0.04527096	364.19168	8.043018	0.6523255	0.9388141	14.883025	32.31326	TARA_201_d36
74.25	-85.75	457.6256	2013-10-01	0.00652987	0.0018150735	13.367094	0.0	264.24042	7.9515266	0.019006565	1.1427784	19.617174	32.31326	TARA_201_d441
74.25	-85.75	5.140361	2013-10-01	0.42676726	0.002615188	2.449472	0.73714894	389.4574	8.066982	1.4869428	0.7014777	10.353804	32.31326	TARA_201_d5
72.5	-72.0	508.6399	2013-10-01	0.0057757483	0.0008404105	13.574403	0.0	266.29385	7.9617352	0.017825803	1.1270524	17.93581	30.397005	TARA_205_d491
72.5	-72.0	5.140361	2013-10-01	0.5271547	0.00045146092	1.592719	1.9425915	369.96384	8.107755	1.9847245	0.4806137	4.8527484	30.397005	TARA_205_d5
71.0	-53.5	411.7939	2013-10-01	0.018879816	0.001437366	10.895367	0.0	290.3184	8.0457325	0.056698322	0.84291637	8.604541	28.423914	TARA_206_d411
71.0	-53.5	5.140361	2013-10-01	0.32053757	0.0021042898	1.0824226	2.3076365	327.04276	8.1538105	1.2179487	0.17811474	1.2054468	28.423914	TARA_206_d5
69.0	-51.5	5.140361	2013-11-01	0.150313	0.0017381762	4.144228	0.17808072	314.2878	8.132296	0.45162034	0.3736549	2.219894	30.272898	TARA_208_d5
64.75	-53.5	120.0	2013-11-01	0.051054876	0.0015698564	8.946092	0.0041017854	287.84415	8.047783	0.14691444	0.68299365	4.866523	31.711176	TARA_209_d351
64.75	-53.5	5.140361	2013-11-01	0.21292643	0.0013345291	5.3941126	0.661183	313.09564	8.115425	0.6753739	0.44308272	2.723879	31.711176	TARA_209_d5
61.5	-56.0	370.6885	2013-11-01	0.021404339	0.0007401835	13.835507	0.0	268.97488	8.030246	0.07073709	0.9327892	7.9781127	35.92661	TARA_210_d391
61.5	-56.0	5.140361	2013-11-01	0.21423179	0.00029158182	9.567047	0.54659796	295.7976	8.07113	0.65411323	0.6752432	4.456211	35.92661	TARA_210_d5
