Variable	Table_Name	Unit	Sensor
Fe	tblPisces_NRT	mmol/m^3	Blend
PP	tblPisces_NRT	g/m^3/day	Blend
Si	tblPisces_NRT	umol/L	Blend
NO3	tblPisces_NRT	mmol/m^3	Blend
CHL	tblPisces_NRT	mg/m^3	Blend
PHYC	tblPisces_NRT	mmol/m^3	Blend
PO4	tblPisces_NRT	mmol/m^3	Blend
O2	tblPisces_NRT	mmol/m^3	Blend
DIC_darwin_clim	tblDarwin_Nutrient_Climatology	mmol C/	Blend
NH4_darwin_clim	tblDarwin_Nutrient_Climatology	mmol N/	Blend
NO2_darwin_clim	tblDarwin_Nutrient_Climatology	mmol N/	Blend
NO3_darwin_clim	tblDarwin_Nutrient_Climatology	mmol N/	Blend
PO4_darwin_clim	tblDarwin_Nutrient_Climatology	mmol P/	Blend
SiO2_darwin_clim	tblDarwin_Nutrient_Climatology	mmol Si	Blend
FeT_darwin_clim	tblDarwin_Nutrient_Climatology	mmol Fe	Blend
DOC_darwin_clim	tblDarwin_Nutrient_Climatology	mmol C/	Blend
DON_darwin_clim	tblDarwin_Nutrient_Climatology	mmol N/	Blend
DOP_darwin_clim	tblDarwin_Nutrient_Climatology	mmol P/	Blend
DOFe_darwin_clim	tblDarwin_Nutrient_Climatology	mmol Fe	Blend
POC_darwin_clim	tblDarwin_Nutrient_Climatology	mmol C/	Blend
PON_darwin_clim	tblDarwin_Nutrient_Climatology	mmol N/	Blend
POSi_darwin_clim	tblDarwin_Nutrient_Climatology	mmol Si	Blend
POFe_darwin_clim	tblDarwin_Nutrient_Climatology	mmol Fe	Blend
PIC_darwin_clim	tblDarwin_Nutrient_Climatology	mmol C/	Blend
ALK_darwin_clim	tblDarwin_Nutrient_Climatology	mmol eq	Blend
O2_darwin_clim	tblDarwin_Nutrient_Climatology	mmol O/	Blend
CDOM_darwin_clim	tblDarwin_Nutrient_Climatology	mmol C/	Blend
prokaryote_c01_darwin_clim	tblDarwin_Plankton_Climatology	mmol C/	Blend
prokaryote_c02_darwin_clim	tblDarwin_Plankton_Climatology	mmol C/	Blend
picoeukaryote_c03_darwin_clim	tblDarwin_Plankton_Climatology	mmol C/	Blend
picoeukaryote_c04_darwin_clim	tblDarwin_Plankton_Climatology	mmol C/	Blend
cocco_c05_darwin_clim	tblDarwin_Plankton_Climatology	mmol C/	Blend
cocco_c06_darwin_clim	tblDarwin_Plankton_Climatology	mmol C/	Blend
cocco_c07_darwin_clim	tblDarwin_Plankton_Climatology	mmol C/	Blend
cocco_c08_darwin_clim	tblDarwin_Plankton_Climatology	mmol C/	Blend
cocco_c09_darwin_clim	tblDarwin_Plankton_Climatology	mmol C/	Blend
diazotroph_c10_darwin_clim	tblDarwin_Plankton_Climatology	mmol C/	Blend
diazotroph_c11_darwin_clim	tblDarwin_Plankton_Climatology	mmol C/	Blend
diazotroph_c12_darwin_clim	tblDarwin_Plankton_Climatology	mmol C/	Blend
diazotroph_c13_darwin_clim	tblDarwin_Plankton_Climatology	mmol C/	Blend
diazotroph_c14_darwin_clim	tblDarwin_Plankton_Climatology	mmol C/	Blend
diatom_c15_darwin_clim	tblDarwin_Plankton_Climatology	mmol C/	Blend
diatom_c16_darwin_clim	tblDarwin_Plankton_Climatology	mmol C/	Blend
diatom_c17_darwin_clim	tblDarwin_Plankton_Climatology	mmol C/	Blend
diatom_c18_darwin_clim	tblDarwin_Plankton_Climatology	mmol C/	Blend
diatom_c19_darwin_clim	tblDarwin_Plankton_Climatology	mmol C/	Blend
diatom_c20_darwin_clim	tblDarwin_Plankton_Climatology	mmol C/	Blend
diatom_c21_darwin_clim	tblDarwin_Plankton_Climatology	mmol C/	Blend
diatom_c22_darwin_clim	tblDarwin_Plankton_Climatology	mmol C/	Blend
diatom_c23_darwin_clim	tblDarwin_Plankton_Climatology	mmol C/	Blend
diatom_c24_darwin_clim	tblDarwin_Plankton_Climatology	mmol C/	Blend
diatom_c25_darwin_clim	tblDarwin_Plankton_Climatology	mmol C/	Blend
dinoflagellate_c26_darwin_clim	tblDarwin_Plankton_Climatology	mmol C/	Blend
dinoflagellate_c27_darwin_clim	tblDarwin_Plankton_Climatology	mmol C/	Blend
dinoflagellate_c28_darwin_clim	tblDarwin_Plankton_Climatology	mmol C/	Blend
dinoflagellate_c29_darwin_clim	tblDarwin_Plankton_Climatology	mmol C/	Blend
dinoflagellate_c30_darwin_clim	tblDarwin_Plankton_Climatology	mmol C/	Blend
dinoflagellate_c31_darwin_clim	tblDarwin_Plankton_Climatology	mmol C/	Blend
dinoflagellate_c32_darwin_clim	tblDarwin_Plankton_Climatology	mmol C/	Blend
dinoflagellate_c33_darwin_clim	tblDarwin_Plankton_Climatology	mmol C/	Blend
dinoflagellate_c34_darwin_clim	tblDarwin_Plankton_Climatology	mmol C/	Blend
dinoflagellate_c35_darwin_clim	tblDarwin_Plankton_Climatology	mmol C/	Blend
zooplankton_c36_darwin_clim	tblDarwin_Plankton_Climatology	mmol C/	Blend
zooplankton_c37_darwin_clim	tblDarwin_Plankton_Climatology	mmol C/	Blend
zooplankton_c38_darwin_clim	tblDarwin_Plankton_Climatology	mmol C/	Blend
zooplankton_c39_darwin_clim	tblDarwin_Plankton_Climatology	mmol C/	Blend
zooplankton_c40_darwin_clim	tblDarwin_Plankton_Climatology	mmol C/	Blend
zooplankton_c41_darwin_clim	tblDarwin_Plankton_Climatology	mmol C/	Blend
zooplankton_c42_darwin_clim	tblDarwin_Plankton_Climatology	mmol C/	Blend
zooplankton_c43_darwin_clim	tblDarwin_Plankton_Climatology	mmol C/	Blend
zooplankton_c44_darwin_clim	tblDarwin_Plankton_Climatology	mmol C/	Blend
zooplankton_c45_darwin_clim	tblDarwin_Plankton_Climatology	mmol C/	Blend
zooplankton_c46_darwin_clim	tblDarwin_Plankton_Climatology	mmol C/	Blend
zooplankton_c47_darwin_clim	tblDarwin_Plankton_Climatology	mmol C/	Blend
zooplankton_c48_darwin_clim	tblDarwin_Plankton_Climatology	mmol C/	Blend
zooplankton_c49_darwin_clim	tblDarwin_Plankton_Climatology	mmol C/	Blend
zooplankton_c50_darwin_clim	tblDarwin_Plankton_Climatology	mmol C/	Blend
zooplankton_c51_darwin_clim	tblDarwin_Plankton_Climatology	mmol C/	Blend
chl01_darwin_clim	tblDarwin_Chl_Climatology	mg Chl	Blend
chl02_darwin_clim	tblDarwin_Chl_Climatology	mg Chl	Blend
chl03_darwin_clim	tblDarwin_Chl_Climatology	mg Chl	Blend
chl04_darwin_clim	tblDarwin_Chl_Climatology	mg Chl	Blend
chl05_darwin_clim	tblDarwin_Chl_Climatology	mg Chl	Blend
chl06_darwin_clim	tblDarwin_Chl_Climatology	mg Chl	Blend
chl07_darwin_clim	tblDarwin_Chl_Climatology	mg Chl	Blend
chl08_darwin_clim	tblDarwin_Chl_Climatology	mg Chl	Blend
chl09_darwin_clim	tblDarwin_Chl_Climatology	mg Chl	Blend
chl10_darwin_clim	tblDarwin_Chl_Climatology	mg Chl	Blend
chl11_darwin_clim	tblDarwin_Chl_Climatology	mg Chl	Blend
chl12_darwin_clim	tblDarwin_Chl_Climatology	mg Chl	Blend
chl13_darwin_clim	tblDarwin_Chl_Climatology	mg Chl	Blend
chl14_darwin_clim	tblDarwin_Chl_Climatology	mg Chl	Blend
chl15_darwin_clim	tblDarwin_Chl_Climatology	mg Chl	Blend
chl16_darwin_clim	tblDarwin_Chl_Climatology	mg Chl	Blend
chl17_darwin_clim	tblDarwin_Chl_Climatology	mg Chl	Blend
chl18_darwin_clim	tblDarwin_Chl_Climatology	mg Chl	Blend
chl19_darwin_clim	tblDarwin_Chl_Climatology	mg Chl	Blend
chl20_darwin_clim	tblDarwin_Chl_Climatology	mg Chl	Blend
chl21_darwin_clim	tblDarwin_Chl_Climatology	mg Chl	Blend
chl22_darwin_clim	tblDarwin_Chl_Climatology	mg Chl	Blend
chl23_darwin_clim	tblDarwin_Chl_Climatology	mg Chl	Blend
chl24_darwin_clim	tblDarwin_Chl_Climatology	mg Chl	Blend
chl25_darwin_clim	tblDarwin_Chl_Climatology	mg Chl	Blend
chl26_darwin_clim	tblDarwin_Chl_Climatology	mg Chl	Blend
chl27_darwin_clim	tblDarwin_Chl_Climatology	mg Chl	Blend
chl28_darwin_clim	tblDarwin_Chl_Climatology	mg Chl	Blend
chl29_darwin_clim	tblDarwin_Chl_Climatology	mg Chl	Blend
chl30_darwin_clim	tblDarwin_Chl_Climatology	mg Chl	Blend
chl31_darwin_clim	tblDarwin_Chl_Climatology	mg Chl	Blend
chl32_darwin_clim	tblDarwin_Chl_Climatology	mg Chl	Blend
chl33_darwin_clim	tblDarwin_Chl_Climatology	mg Chl	Blend
chl34_darwin_clim	tblDarwin_Chl_Climatology	mg Chl	Blend
chl35_darwin_clim	tblDarwin_Chl_Climatology	mg Chl	Blend
carbon_hot	tblHOT_ParticleFlux	mg/m^2/day	In-Situ
nitrogen_hot	tblHOT_ParticleFlux	mg/m^2/day	In-Situ
phosphorus_hot	tblHOT_ParticleFlux	mg/m^2/day	In-Situ
silica_hot	tblHOT_ParticleFlux	mg/m^2/day	In-Situ
mass_hot	tblHOT_ParticleFlux	mg/m^2/day	In-Situ
d15n_hot	tblHOT_ParticleFlux	‰ vs. air-N2	In-Situ
d13c_hot	tblHOT_ParticleFlux	‰ vs. VPDB	In-Situ
pic_hot	tblHOT_ParticleFlux	mg/m^2/day	In-Situ
volume_zooplank_hot	tblHOT_Macrozooplankton	m^3	In-Situ
settled_volume_zooplank_hot	tblHOT_Macrozooplankton	ml/m^3	In-Situ
wet_weight_zooplank_hot	tblHOT_Macrozooplankton	g/m^2	In-Situ
dry_weight_zooplank_hot	tblHOT_Macrozooplankton	g/m^2	In-Situ
carbon_zooplank_hot	tblHOT_Macrozooplankton	mg/m^2	In-Situ
nitrogen_zooplank_hot	tblHOT_Macrozooplankton	mg/m^2	In-Situ
abundance_zooplank_hot	tblHOT_Macrozooplankton	zooplankton/m^2	In-Situ
diatom_hot	tblHOT_EpiMicroscopy	µg C/L	In-Situ
prymnesiophytes_hot	tblHOT_EpiMicroscopy	µg C/L	In-Situ
autotrophic_dinoflagellates_hot	tblHOT_EpiMicroscopy	µg C/L	In-Situ
crocosphaera_hot	tblHOT_EpiMicroscopy	µg C/L	In-Situ
trichodesmium_hot	tblHOT_EpiMicroscopy	µg C/L	In-Situ
other_autotrophs_hot	tblHOT_EpiMicroscopy	µg C/L	In-Situ
autotroph_biomass_frac1_hot	tblHOT_EpiMicroscopy	µg C/L	In-Situ
autotroph_biomass_frac2_hot	tblHOT_EpiMicroscopy	µg C/L	In-Situ
autotroph_biomass_frac3_hot	tblHOT_EpiMicroscopy	µg C/L	In-Situ
autotroph_biomass_frac4_hot	tblHOT_EpiMicroscopy	µg C/L	In-Situ
autotroph_biomass_frac5_hot	tblHOT_EpiMicroscopy	µg C/L	In-Situ
autotroph_biomass_frac6_hot	tblHOT_EpiMicroscopy	µg C/L	In-Situ
heterotrophic_dinoflagellate_hot	tblHOT_EpiMicroscopy	µg C/L	In-Situ
other_heterotrophs_hot	tblHOT_EpiMicroscopy	µg C/L	In-Situ
heterotroph_biomass_frac1_hot	tblHOT_EpiMicroscopy	µg C/L	In-Situ
heterotroph_biomass_frac2_hot	tblHOT_EpiMicroscopy	µg C/L	In-Situ
heterotroph_biomass_frac3_hot	tblHOT_EpiMicroscopy	µg C/L	In-Situ
heterotroph_biomass_frac4_hot	tblHOT_EpiMicroscopy	µg C/L	In-Situ
heterotroph_biomass_frac5_hot	tblHOT_EpiMicroscopy	µg C/L	In-Situ
heterotroph_biomass_frac6_hot	tblHOT_EpiMicroscopy	µg C/L	In-Situ
pressure_ctd_hot	tblHOT_CTD	decibars	In-Situ
potential_temperature_ctd_hot	tblHOT_CTD	C	In-Situ
potential_density_ctd_hot	tblHOT_CTD	kg/m^3	In-Situ
temperature_ctd_hot	tblHOT_CTD	C	In-Situ
salinity_ctd_hot	tblHOT_CTD	PSS-78	In-Situ
oxygen_ctd_hot	tblHOT_CTD	µmol/kg	In-Situ
transmission_ctd_hot	tblHOT_CTD	% transmission	In-Situ
chloropigment_ctd_hot	tblHOT_CTD	µg/l	In-Situ
nitrate_ctd_hot	tblHOT_CTD	µmol/kg	In-Situ
sss	tblSSS_NRT	psu	Satellite
AOD	tblModis_AOD_REP	NA	Satellite
centroid	tblESV	NA	In-Situ
relative_abundance	tblESV	NA	In-Situ
max_abundance	tblESV	NA	In-Situ
cluster_level	tblESV	NA	In-Situ
num_cluster_members	tblESV	NA	In-Situ
domain	tblESV	NA	In-Situ
phylum	tblESV	NA	In-Situ
class	tblESV	NA	In-Situ
order	tblESV	NA	In-Situ
genus	tblESV	NA	In-Situ
species	tblESV	string	In-Situ
esv_temperature	tblESV	degrees Celsius	In-Situ
esv_salinity	tblESV	practical salinity units	In-Situ
esv_chl	tblESV	μg/L	In-Situ
size_frac_lower	tblESV	NA	In-Situ
size_frac_upper	tblESV	NA	In-Situ
cruise_name	tblESV	NA	In-Situ
prok_cells_10E05_per_ml	tblESV	10^5 cells/mL	In-Situ
AOU_WOA_clim	tblWOA_Climatology	mL/L	In-Situ
AOU_stat_mean_WOA_clim	tblWOA_Climatology	NA	In-Situ
AOU_num_obs_WOA_clim	tblWOA_Climatology	NA	In-Situ
AOU_stdev_WOA_clim	tblWOA_Climatology	mL/L	In-Situ
AOU_stderr_WOA_clim	tblWOA_Climatology	mL/L	In-Situ
density_WOA_clim	tblWOA_Climatology	kg/m^3	In-Situ
density_stat_mean_WOA_clim	tblWOA_Climatology	kg/m^3	In-Situ
density_num_obs_WOA_clim	tblWOA_Climatology	NA	In-Situ
density_stdev_WOA_clim	tblWOA_Climatology	kg/m^3	In-Situ
o2sat_WOA_clim	tblWOA_Climatology	%	In-Situ
o2sat_stat_mean_WOA_clim	tblWOA_Climatology	%	In-Situ
o2sat_num_obs_WOA_clim	tblWOA_Climatology	NA	In-Situ
o2sat_stdev_WOA_clim	tblWOA_Climatology	%	In-Situ
o2sat_stderr_WOA_clim	tblWOA_Climatology	%	In-Situ
oxygen_WOA_clim	tblWOA_Climatology	mL/L	In-Situ
oxygen_stat_mean_WOA_clim	tblWOA_Climatology	mL/L	In-Situ
oxygen_num_obs_WOA_clim	tblWOA_Climatology	NA	In-Situ
oxygen_stdev_WOA_clim	tblWOA_Climatology	mL/L	In-Situ
oxygen_stderr_WOA_clim	tblWOA_Climatology	mL/L	In-Situ
salinity_WOA_clim	tblWOA_Climatology	PSU	In-Situ
salinity_stat_mean_WOA_clim	tblWOA_Climatology	PSU	In-Situ
salinity_num_obs_WOA_clim	tblWOA_Climatology	NA	In-Situ
salinity_stdev_WOA_clim	tblWOA_Climatology	PSU	In-Situ
salinity_stderr_WOA_clim	tblWOA_Climatology	PSU	In-Situ
conductivity_WOA_clim	tblWOA_Climatology	Sm-1	In-Situ
conductivity_stat_mean_WOA_clim	tblWOA_Climatology	Sm-1	In-Situ
conductivity_num_obs_WOA_clim	tblWOA_Climatology	NA	In-Situ
conductivity_stdev_WOA_clim	tblWOA_Climatology	Sm-1	In-Situ
sea_water_temp_WOA_clim	tblWOA_Climatology	C	In-Situ
sea_water_temp_stat_mean_WOA_clim	tblWOA_Climatology	C	In-Situ
sea_water_temp_num_obs_WOA_clim	tblWOA_Climatology	NA	In-Situ
sea_water_temp_stdev_WOA_clim	tblWOA_Climatology	C	In-Situ
sea_water_temp_stderr_WOA_clim	tblWOA_Climatology	C	In-Situ
nitrate_WOA_clim	tblWOA_Climatology	mcmol/L	In-Situ
nitrate_stat_mean_WOA_clim	tblWOA_Climatology	mcmol/L	In-Situ
nitrate_num_obs_WOA_clim	tblWOA_Climatology	NA	In-Situ
nitrate_stdev_WOA_clim	tblWOA_Climatology	mcmol/L	In-Situ
nitrate_stderr_WOA_clim	tblWOA_Climatology	mcmol/L	In-Situ
phosphate_WOA_clim	tblWOA_Climatology	mcmol/L	In-Situ
phosphate_stat_mean_WOA_clim	tblWOA_Climatology	mcmol/L	In-Situ
phosphate_num_obs_WOA_clim	tblWOA_Climatology	NA	In-Situ
phosphate_stdev_WOA_clim	tblWOA_Climatology	mcmol/L	In-Situ
phosphate_stderr_WOA_clim	tblWOA_Climatology	mcmol/L	In-Situ
silicate_WOA_clim	tblWOA_Climatology	mcmol/L	In-Situ
silicate_stat_mean_WOA_clim	tblWOA_Climatology	mcmol/L	In-Situ
silicate_num_obs_WOA_clim	tblWOA_Climatology	NA	In-Situ
silicate_stdev_WOA_clim	tblWOA_Climatology	mcmol/L	In-Situ
silicate_stderr_WOA_clim	tblWOA_Climatology	mcmol/L	In-Situ
chl	tblCHL_REP	mg/m^3	Satellite
phytoplankton_diversity_shannon_index	tblDarwin_Ecosystem	NA	Blend
phytoplankton	tblDarwin_Ecosystem	mmol C/m^3	Blend
zooplankton	tblDarwin_Ecosystem	mmol C/m^3	Blend
CHL	tblDarwin_Ecosystem	mg Chl/m^3	Blend
primary_production	tblDarwin_Ecosystem	mmol C/m^2/s	Blend
FeT	tblDarwin_Nutrient	mmol Fe	Blend
PO4	tblDarwin_Nutrient	mmol PO4	Blend
DIN	tblDarwin_Nutrient	mmol DIN	Blend
SiO2	tblDarwin_Nutrient	mmol Si	Blend
O2	tblDarwin_Nutrient	mmol O2	Blend
irradiance_reflectance_waveband_3	tblDarwin_Ocean_Color	NA	Blend
irradiance_reflectance_waveband_7	tblDarwin_Ocean_Color	NA	Blend
diatom	tblDarwin_Phytoplankton	mmol C/m^3	Blend
coccolithophore	tblDarwin_Phytoplankton	mmol C/m^3	Blend
mixotrophic_dinoflagellate	tblDarwin_Phytoplankton	mmol C/m^3	Blend
picoeukaryote	tblDarwin_Phytoplankton	mmol C/m^3	Blend
picoprokaryote	tblDarwin_Phytoplankton	mmol C/m^3	Blend
pressure	tblGLODAP	dbar	In-Situ
temperature	tblGLODAP	C	In-Situ
theta_potential_temperature	tblGLODAP	C	In-Situ
salinity	tblGLODAP	PSU	In-Situ
sigma0_potential_density	tblGLODAP	kg/m^3	In-Situ
sigma1_potential_density_ref_1000_dbar	tblGLODAP	kg/m^3	In-Situ
sigma2_potential_density_ref_2000_dbar	tblGLODAP	kg/m^3	In-Situ
sigma3_potential_density_ref_3000_dbar	tblGLODAP	kg/m^3	In-Situ
sigma4_potential_density_ref_4000_dbar	tblGLODAP	kg/m^3	In-Situ
gamma_neutral_density	tblGLODAP	kg/m^3	In-Situ
oxygen	tblGLODAP	µmol/kg	In-Situ
aou	tblGLODAP	µmol/kg	In-Situ
nitrate	tblGLODAP	µmol/kg	In-Situ
nitrite	tblGLODAP	µmol/kg	In-Situ
silicate	tblGLODAP	µmol/kg	In-Situ
phosphate	tblGLODAP	µmol/kg	In-Situ
tco2	tblGLODAP	µmol/kg	In-Situ
talk	tblGLODAP	µmol/kg	In-Situ
phts25p0_pH_25C_0dbar	tblGLODAP	NA	In-Situ
phtsinsitutp_pH_insitu	tblGLODAP	NA	In-Situ
cfc11	tblGLODAP	pmol/kg	In-Situ
pcfc11	tblGLODAP	ppt	In-Situ
cfc12	tblGLODAP	pmol/kg	In-Situ
pcfc12	tblGLODAP	ppt	In-Situ
cfc113	tblGLODAP	pmol/kg	In-Situ
pcfc113	tblGLODAP	ppt	In-Situ
ccl4	tblGLODAP	pmol/kg	In-Situ
pccl4	tblGLODAP	ppt	In-Situ
sf6	tblGLODAP	fmol/kg	In-Situ
psf6	tblGLODAP	ppt	In-Situ
c13	tblGLODAP	‰	In-Situ
c14	tblGLODAP	‰	In-Situ
c14err	tblGLODAP	‰	In-Situ
h3	tblGLODAP	TU	In-Situ
h3err	tblGLODAP	TU	In-Situ
he3	tblGLODAP	%	In-Situ
he3err	tblGLODAP	%	In-Situ
he	tblGLODAP	nmol/kg	In-Situ
heerr	tblGLODAP	nmol/kg	In-Situ
neon	tblGLODAP	nmol/kg	In-Situ
neonerr	tblGLODAP	nmol/kg	In-Situ
o18	tblGLODAP	‰	In-Situ
toc	tblGLODAP	µmol L -1 c	In-Situ
doc	tblGLODAP	µmol L -1 c	In-Situ
don	tblGLODAP	µmol L -1 c	In-Situ
tdn	tblGLODAP	µmol L -1 c	In-Situ
chla	tblGLODAP	µg kg -1 c	In-Situ
cruise_expocode	tblGLODAP	NA	In-Situ
sst	tblGlobalDrifterProgram	C	Drifter
velocity_u	tblGlobalDrifterProgram	cm/s	Drifter
velocity_v	tblGlobalDrifterProgram	cm/s	Drifter
drifter_speed	tblGlobalDrifterProgram	cm/s	Drifter
lat_uncertainty	tblGlobalDrifterProgram	NA	Drifter
lon_uncertainty	tblGlobalDrifterProgram	NA	Drifter
sst_uncertainty	tblGlobalDrifterProgram	NA	Drifter
drifter_ID	tblGlobalDrifterProgram	NA	Drifter
PAR	tblModis_PAR	einstein m^-2 day^-1	Satellite
pressure	tblBATS_CTD	decibar	CTD
temperature	tblBATS_CTD	C	CTD
conductivity	tblBATS_CTD	S/m	CTD
salinity	tblBATS_CTD	PSS-78	CTD
dissolved_oxygen	tblBATS_CTD	umol/kg	CTD
beam_attenuation_coefficient	tblBATS_CTD	1/m	CTD
fluorescence	tblBATS_CTD	relative fluorescence units	CTD
PAR	tblBATS_CTD	uE/m^2/s	CTD
cruise_ID	tblBATS_CTD	NA	CTD
salinity	tblBATS_Bacteria_Production	NA	In-Situ
thy1	tblBATS_Bacteria_Production	pmole/l/hr	In-Situ
thy2	tblBATS_Bacteria_Production	pmole/l/hr	In-Situ
thy3	tblBATS_Bacteria_Production	pmole/l/hr	In-Situ
thy	tblBATS_Bacteria_Production	pmole/l/hr	In-Situ
cruise_ID	tblBATS_Bacteria_Production	NA	In-Situ
site_Chisholm	tblHOT_BATS_Prochlorococcus_Abundance	NA	In-Situ
Pro_eMED4_abundance	tblHOT_BATS_Prochlorococcus_Abundance	cells/mL	In-Situ
Pro_eMED4_stdev	tblHOT_BATS_Prochlorococcus_Abundance	cells/mL	In-Situ
Pro_eMIT9312_abundance	tblHOT_BATS_Prochlorococcus_Abundance	cells/mL	In-Situ
Pro_eMIT9312_stdev	tblHOT_BATS_Prochlorococcus_Abundance	cells/mL	In-Situ
Pro_eMIT9313_abundance	tblHOT_BATS_Prochlorococcus_Abundance	cells/mL	In-Situ
Pro_eMIT9313_stdev	tblHOT_BATS_Prochlorococcus_Abundance	cells/mL	In-Situ
Pro_eNATL_abundance	tblHOT_BATS_Prochlorococcus_Abundance	cells/mL	In-Situ
Pro_eNATL_stdev	tblHOT_BATS_Prochlorococcus_Abundance	cells/mL	In-Situ
Pro_eSS120_abundance	tblHOT_BATS_Prochlorococcus_Abundance	cells/mL	In-Situ
Pro_eSS120_stdev	tblHOT_BATS_Prochlorococcus_Abundance	cells/mL	In-Situ
temp_C_cmore	tblHOT_BATS_Prochlorococcus_Abundance	Degrees Celsius	In-Situ
csal_cmore	tblHOT_BATS_Prochlorococcus_Abundance	PSS-78	In-Situ
sigma_cmore	tblHOT_BATS_Prochlorococcus_Abundance	kg/m3	In-Situ
time_quality_Chisholm	tblHOT_BATS_Prochlorococcus_Abundance	NA	In-Situ
Pro_eMED4_abundance_quality	tblHOT_BATS_Prochlorococcus_Abundance	NA	In-Situ
Pro_eMIT9312_abundance_quality	tblHOT_BATS_Prochlorococcus_Abundance	NA	In-Situ
Pro_eMIT9313_abundance_quality	tblHOT_BATS_Prochlorococcus_Abundance	NA	In-Situ
Pro_eNATL_abundance_quality	tblHOT_BATS_Prochlorococcus_Abundance	NA	In-Situ
Pro_eSS120_abundance_quality	tblHOT_BATS_Prochlorococcus_Abundance	NA	In-Situ
Pro_total_ecotype_abundance	tblHOT_BATS_Prochlorococcus_Abundance	cells/mL	In-Situ
Pro_total_ecotype_abundance_quality	tblHOT_BATS_Prochlorococcus_Abundance	NA	In-Situ
taxonID	tblCPR_Zooplankton	NA	CPR
scientificNameID	tblCPR_Zooplankton	NA	CPR
scientificName	tblCPR_Zooplankton	NA	CPR
acceptedNameUsage	tblCPR_Zooplankton	NA	CPR
materialSampleID	tblCPR_Zooplankton	NA	CPR
id_occurrenceID_catalogNumber	tblCPR_Zooplankton	NA	CPR
eventID	tblCPR_Zooplankton	NA	CPR
fieldNumber	tblCPR_Zooplankton	NA	CPR
modified	tblCPR_Zooplankton	NA	CPR
taxonRemarks	tblCPR_Zooplankton	NA	CPR
cast	tblHOT296_Wirewalker	#	Uncategorized
pressure	tblHOT296_Wirewalker	db	CTD
temperature	tblHOT296_Wirewalker	°C	CTD
conservative_temperature	tblHOT296_Wirewalker	°C	CTD
absolute_salinity	tblHOT296_Wirewalker	g kg-1	CTD
practical_salinity	tblHOT296_Wirewalker	NA	CTD
potential_density_anomaly	tblHOT296_Wirewalker	kg m-3	CTD
fluorescence	tblHOT296_Wirewalker	mg m-3	fluorometer
backscattering	tblHOT296_Wirewalker	m-1	Scatterometer
CDOM	tblHOT296_Wirewalker	ppb	fluorometer
PAR	tblHOT296_Wirewalker	µmol m-2 s-1	Radiometer
oxygen	tblHOT296_Wirewalker	mmol m-3	Optode
oxygen_saturation	tblHOT296_Wirewalker	%	Optode
cast	tblHOT297_Wirewalker	#	Uncategorized
pressure	tblHOT297_Wirewalker	db	CTD
temperature	tblHOT297_Wirewalker	°C	CTD
conservative_temperature	tblHOT297_Wirewalker	°C	CTD
absolute_salinity	tblHOT297_Wirewalker	g kg-1	CTD
practical_salinity	tblHOT297_Wirewalker	NA	CTD
potential_density_anomaly	tblHOT297_Wirewalker	kg m-3	CTD
fluorescence	tblHOT297_Wirewalker	mg m-3	fluorometer
backscattering	tblHOT297_Wirewalker	m-1	Scatterometer
CDOM	tblHOT297_Wirewalker	ppb	fluorometer
PAR	tblHOT297_Wirewalker	µmol m-2 s-1	Radiometer
oxygen	tblHOT297_Wirewalker	mmol m-3	Optode
oxygen_saturation	tblHOT297_Wirewalker	%	Optode
cast	tblHOT302_Wirewalker	#	Uncategorized
pressure	tblHOT302_Wirewalker	db	CTD
temperature	tblHOT302_Wirewalker	°C	CTD
conservative_temperature	tblHOT302_Wirewalker	°C	CTD
absolute_salinity	tblHOT302_Wirewalker	g kg-1	CTD
practical_salinity	tblHOT302_Wirewalker	NA	CTD
potential_density_anomaly	tblHOT302_Wirewalker	kg m-3	CTD
fluorescence	tblHOT302_Wirewalker	mg m-3	fluorometer
CDOM	tblHOT302_Wirewalker	ppb	fluorometer
PAR	tblHOT302_Wirewalker	µmol m-2 s-1	Radiometer
irradiance_380	tblHOT302_Wirewalker	µW cm-2 nm-1	Radiometer
irradiance_412	tblHOT302_Wirewalker	µW cm-2 nm-1	Radiometer
irradiance_490	tblHOT302_Wirewalker	µW cm-2 nm-1	Radiometer
oxygen	tblHOT302_Wirewalker	mmol m-3	Optode
oxygen_saturation	tblHOT302_Wirewalker	%	Optode
cast	tblHOT298_Wirewalker	#	Uncategorized
pressure	tblHOT298_Wirewalker	db	CTD
temperature	tblHOT298_Wirewalker	°C	CTD
conservative_temperature	tblHOT298_Wirewalker	°C	CTD
absolute_salinity	tblHOT298_Wirewalker	g kg-1	CTD
practical_salinity	tblHOT298_Wirewalker	NA	CTD
potential_density_anomaly	tblHOT298_Wirewalker	kg m-3	CTD
fluorescence	tblHOT298_Wirewalker	mg m-3	fluorometer
backscattering	tblHOT298_Wirewalker	m-1	Scatterometer
CDOM	tblHOT298_Wirewalker	ppb	fluorometer
PAR	tblHOT298_Wirewalker	µmol m-2 s-1	Radiometer
oxygen	tblHOT298_Wirewalker	mmol m-3	Optode
oxygen_saturation	tblHOT298_Wirewalker	%	Optode
cast	tblHOT303_Wirewalker	#	Uncategorized
pressure	tblHOT303_Wirewalker	db	CTD
temperature	tblHOT303_Wirewalker	°C	CTD
conservative_temperature	tblHOT303_Wirewalker	°C	CTD
absolute_salinity	tblHOT303_Wirewalker	g kg-1	CTD
