Variable	Table_Name	Unit	Sensor
U_TP_CONC_PUMP	tblGeotraces_Seawater_IDP2021v2	pmol/kg	In-Situ
U_TP_CONC_PUMP_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
V_TP_CONC_PUMP	tblGeotraces_Seawater_IDP2021v2	pmol/kg	In-Situ
V_TP_CONC_PUMP_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
V_LPT_CONC_PUMP	tblGeotraces_Seawater_IDP2021v2	pmol/kg	In-Situ
V_LPT_CONC_PUMP_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
V_SPT_CONC_PUMP	tblGeotraces_Seawater_IDP2021v2	pmol/kg	In-Situ
V_SPT_CONC_PUMP_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
V_SPL_CONC_PUMP	tblGeotraces_Seawater_IDP2021v2	pmol/kg	In-Situ
V_SPL_CONC_PUMP_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Zn_TP_CONC_PUMP	tblGeotraces_Seawater_IDP2021v2	pmol/kg	In-Situ
Zn_TP_CONC_PUMP_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Al_TP_CONC_FISH	tblGeotraces_Seawater_IDP2021v2	nmol/kg	In-Situ
Al_TP_CONC_FISH_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Al_TPL_CONC_FISH	tblGeotraces_Seawater_IDP2021v2	nmol/kg	In-Situ
Al_TPL_CONC_FISH_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Ba_TP_CONC_FISH	tblGeotraces_Seawater_IDP2021v2	pmol/kg	In-Situ
Ba_TP_CONC_FISH_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Ba_TPL_CONC_FISH	tblGeotraces_Seawater_IDP2021v2	pmol/kg	In-Situ
Ba_TPL_CONC_FISH_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Cd_TP_CONC_FISH	tblGeotraces_Seawater_IDP2021v2	pmol/kg	In-Situ
Cd_TP_CONC_FISH_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Cd_TPL_CONC_FISH	tblGeotraces_Seawater_IDP2021v2	pmol/kg	In-Situ
Cd_TPL_CONC_FISH_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Co_TP_CONC_FISH	tblGeotraces_Seawater_IDP2021v2	pmol/kg	In-Situ
Co_TP_CONC_FISH_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Co_TPL_CONC_FISH	tblGeotraces_Seawater_IDP2021v2	pmol/kg	In-Situ
Co_TPL_CONC_FISH_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Cu_TP_CONC_FISH	tblGeotraces_Seawater_IDP2021v2	pmol/kg	In-Situ
Cu_TP_CONC_FISH_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Cu_TPL_CONC_FISH	tblGeotraces_Seawater_IDP2021v2	pmol/kg	In-Situ
Cu_TPL_CONC_FISH_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Fe_TP_CONC_FISH	tblGeotraces_Seawater_IDP2021v2	nmol/kg	In-Situ
Fe_TP_CONC_FISH_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Fe_TPL_CONC_FISH	tblGeotraces_Seawater_IDP2021v2	nmol/kg	In-Situ
Fe_TPL_CONC_FISH_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Mn_TP_CONC_FISH	tblGeotraces_Seawater_IDP2021v2	nmol/kg	In-Situ
Mn_TP_CONC_FISH_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Mn_TPL_CONC_FISH	tblGeotraces_Seawater_IDP2021v2	nmol/kg	In-Situ
Mn_TPL_CONC_FISH_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Ni_TP_CONC_FISH	tblGeotraces_Seawater_IDP2021v2	pmol/kg	In-Situ
Ni_TP_CONC_FISH_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Ni_TPL_CONC_FISH	tblGeotraces_Seawater_IDP2021v2	pmol/kg	In-Situ
Ni_TPL_CONC_FISH_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
P_TP_CONC_FISH	tblGeotraces_Seawater_IDP2021v2	nmol/kg	In-Situ
P_TP_CONC_FISH_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
P_TPL_CONC_FISH	tblGeotraces_Seawater_IDP2021v2	nmol/kg	In-Situ
P_TPL_CONC_FISH_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Pb_TP_CONC_FISH	tblGeotraces_Seawater_IDP2021v2	pmol/kg	In-Situ
Pb_TP_CONC_FISH_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Pb_TPL_CONC_FISH	tblGeotraces_Seawater_IDP2021v2	pmol/kg	In-Situ
Pb_TPL_CONC_FISH_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Th_TP_CONC_FISH	tblGeotraces_Seawater_IDP2021v2	pmol/kg	In-Situ
Th_TP_CONC_FISH_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Th_TPL_CONC_FISH	tblGeotraces_Seawater_IDP2021v2	pmol/kg	In-Situ
Th_TPL_CONC_FISH_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Ti_TP_CONC_FISH	tblGeotraces_Seawater_IDP2021v2	nmol/kg	In-Situ
Ti_TP_CONC_FISH_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Ti_TPL_CONC_FISH	tblGeotraces_Seawater_IDP2021v2	nmol/kg	In-Situ
Ti_TPL_CONC_FISH_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
V_TP_CONC_FISH	tblGeotraces_Seawater_IDP2021v2	pmol/kg	In-Situ
V_TP_CONC_FISH_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
V_TPL_CONC_FISH	tblGeotraces_Seawater_IDP2021v2	pmol/kg	In-Situ
V_TPL_CONC_FISH_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Zn_TP_CONC_FISH	tblGeotraces_Seawater_IDP2021v2	pmol/kg	In-Situ
Zn_TP_CONC_FISH_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Zn_TPL_CONC_FISH	tblGeotraces_Seawater_IDP2021v2	pmol/kg	In-Situ
Zn_TPL_CONC_FISH_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
bSi_30_28_TP_DELTA_PUMP	tblGeotraces_Seawater_IDP2021v2	per 10^3	In-Situ
bSi_30_28_TP_DELTA_PUMP_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
PIC_LPT_CONC_PUMP	tblGeotraces_Seawater_IDP2021v2	umol C/kg	In-Situ
PIC_LPT_CONC_PUMP_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
PIC_SPT_CONC_PUMP	tblGeotraces_Seawater_IDP2021v2	umol C/kg	In-Situ
PIC_SPT_CONC_PUMP_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
C_LPT_CONC_PUMP	tblGeotraces_Seawater_IDP2021v2	umol C/kg	In-Situ
C_LPT_CONC_PUMP_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
C_SPT_CONC_PUMP	tblGeotraces_Seawater_IDP2021v2	umol C/kg	In-Situ
C_SPT_CONC_PUMP_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
POC_LPT_CONC_PUMP	tblGeotraces_Seawater_IDP2021v2	umol C/kg	In-Situ
POC_LPT_CONC_PUMP_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
POC_SPT_CONC_PUMP	tblGeotraces_Seawater_IDP2021v2	umol C/kg	In-Situ
POC_SPT_CONC_PUMP_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
N_LPT_CONC_PUMP	tblGeotraces_Seawater_IDP2021v2	nmol N/kg	In-Situ
N_LPT_CONC_PUMP_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
N_SPT_CONC_PUMP	tblGeotraces_Seawater_IDP2021v2	nmol N/kg	In-Situ
N_SPT_CONC_PUMP_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
bSi_TP_CONC_PUMP	tblGeotraces_Seawater_IDP2021v2	nmol Si/kg	In-Situ
bSi_TP_CONC_PUMP_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
bSi_LPT_CONC_PUMP	tblGeotraces_Seawater_IDP2021v2	nmol Si/kg	In-Situ
bSi_LPT_CONC_PUMP_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
bSi_SPT_CONC_PUMP	tblGeotraces_Seawater_IDP2021v2	nmol Si/kg	In-Situ
bSi_SPT_CONC_PUMP_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
PARTICLEMASS_LPT_CONC_PUMP	tblGeotraces_Seawater_IDP2021v2	ug/kg	In-Situ
PARTICLEMASS_LPT_CONC_PUMP_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
PARTICLEMASS_SPT_CONC_PUMP	tblGeotraces_Seawater_IDP2021v2	ug/kg	In-Situ
PARTICLEMASS_SPT_CONC_PUMP_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Po_210_TP_CONC_BOTTLE	tblGeotraces_Seawater_IDP2021v2	mBq/kg	In-Situ
Po_210_TP_CONC_BOTTLE_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Pb_210_TP_CONC_BOTTLE	tblGeotraces_Seawater_IDP2021v2	mBq/kg	In-Situ
Pb_210_TP_CONC_BOTTLE_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Po_210_SPT_CONC_PUMP	tblGeotraces_Seawater_IDP2021v2	mBq/kg	In-Situ
Po_210_SPT_CONC_PUMP_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Po_210_LPT_CONC_PUMP	tblGeotraces_Seawater_IDP2021v2	mBq/kg	In-Situ
Po_210_LPT_CONC_PUMP_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Pb_210_SPT_CONC_PUMP	tblGeotraces_Seawater_IDP2021v2	mBq/kg	In-Situ
Pb_210_SPT_CONC_PUMP_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Pb_210_LPT_CONC_PUMP	tblGeotraces_Seawater_IDP2021v2	mBq/kg	In-Situ
Pb_210_LPT_CONC_PUMP_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Pa_231_TP_CONC_PUMP	tblGeotraces_Seawater_IDP2021v2	uBq/kg	In-Situ
Pa_231_TP_CONC_PUMP_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Pa_231_SPT_CONC_PUMP	tblGeotraces_Seawater_IDP2021v2	uBq/kg	In-Situ
Pa_231_SPT_CONC_PUMP_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Pa_231_LPT_CONC_PUMP	tblGeotraces_Seawater_IDP2021v2	uBq/kg	In-Situ
Pa_231_LPT_CONC_PUMP_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Th_228_SPT_CONC_PUMP	tblGeotraces_Seawater_IDP2021v2	uBq/kg	In-Situ
Th_228_SPT_CONC_PUMP_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Th_228_LPT_CONC_PUMP	tblGeotraces_Seawater_IDP2021v2	uBq/kg	In-Situ
Th_228_LPT_CONC_PUMP_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Th_230_TP_CONC_PUMP	tblGeotraces_Seawater_IDP2021v2	uBq/kg	In-Situ
Th_230_TP_CONC_PUMP_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Th_230_SPT_CONC_PUMP	tblGeotraces_Seawater_IDP2021v2	uBq/kg	In-Situ
Th_230_SPT_CONC_PUMP_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Th_230_LPT_CONC_PUMP	tblGeotraces_Seawater_IDP2021v2	uBq/kg	In-Situ
Th_230_LPT_CONC_PUMP_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Th_232_TP_CONC_PUMP	tblGeotraces_Seawater_IDP2021v2	pmol/kg	In-Situ
Th_232_TP_CONC_PUMP_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Th_232_SPT_CONC_PUMP	tblGeotraces_Seawater_IDP2021v2	pmol/kg	In-Situ
Th_232_SPT_CONC_PUMP_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Th_232_LPT_CONC_PUMP	tblGeotraces_Seawater_IDP2021v2	pmol/kg	In-Situ
Th_232_LPT_CONC_PUMP_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Th_234_SPT_CONC_PUMP	tblGeotraces_Seawater_IDP2021v2	mBq/kg	In-Situ
Th_234_SPT_CONC_PUMP_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Th_234_LPT_CONC_PUMP	tblGeotraces_Seawater_IDP2021v2	mBq/kg	In-Situ
Th_234_LPT_CONC_PUMP_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Po_210_TP_CONC_UWAY	tblGeotraces_Seawater_IDP2021v2	mBq/kg	In-Situ
Po_210_TP_CONC_UWAY_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Pb_210_TP_CONC_UWAY	tblGeotraces_Seawater_IDP2021v2	mBq/kg	In-Situ
Pb_210_TP_CONC_UWAY_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Nd_143_144_TP_EPSILON_PUMP	tblGeotraces_Seawater_IDP2021v2	per 10^4	In-Situ
Nd_143_144_TP_EPSILON_PUMP_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Y_TP_CONC_BOTTLE	tblGeotraces_Seawater_IDP2021v2	pmol/kg	In-Situ
Y_TP_CONC_BOTTLE_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
La_TP_CONC_BOTTLE	tblGeotraces_Seawater_IDP2021v2	pmol/kg	In-Situ
La_TP_CONC_BOTTLE_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Ce_TP_CONC_BOTTLE	tblGeotraces_Seawater_IDP2021v2	pmol/kg	In-Situ
Ce_TP_CONC_BOTTLE_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Pr_TP_CONC_BOTTLE	tblGeotraces_Seawater_IDP2021v2	pmol/kg	In-Situ
Pr_TP_CONC_BOTTLE_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Nd_TP_CONC_BOTTLE	tblGeotraces_Seawater_IDP2021v2	pmol/kg	In-Situ
Nd_TP_CONC_BOTTLE_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Sm_TP_CONC_BOTTLE	tblGeotraces_Seawater_IDP2021v2	pmol/kg	In-Situ
Sm_TP_CONC_BOTTLE_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Eu_TP_CONC_BOTTLE	tblGeotraces_Seawater_IDP2021v2	pmol/kg	In-Situ
Eu_TP_CONC_BOTTLE_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Gd_TP_CONC_BOTTLE	tblGeotraces_Seawater_IDP2021v2	pmol/kg	In-Situ
Gd_TP_CONC_BOTTLE_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Tb_TP_CONC_BOTTLE	tblGeotraces_Seawater_IDP2021v2	pmol/kg	In-Situ
Tb_TP_CONC_BOTTLE_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Dy_TP_CONC_BOTTLE	tblGeotraces_Seawater_IDP2021v2	pmol/kg	In-Situ
Dy_TP_CONC_BOTTLE_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Ho_TP_CONC_BOTTLE	tblGeotraces_Seawater_IDP2021v2	pmol/kg	In-Situ
Ho_TP_CONC_BOTTLE_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Er_TP_CONC_BOTTLE	tblGeotraces_Seawater_IDP2021v2	pmol/kg	In-Situ
Er_TP_CONC_BOTTLE_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Tm_TP_CONC_BOTTLE	tblGeotraces_Seawater_IDP2021v2	pmol/kg	In-Situ
Tm_TP_CONC_BOTTLE_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Yb_TP_CONC_BOTTLE	tblGeotraces_Seawater_IDP2021v2	pmol/kg	In-Situ
Yb_TP_CONC_BOTTLE_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Lu_TP_CONC_BOTTLE	tblGeotraces_Seawater_IDP2021v2	pmol/kg	In-Situ
Lu_TP_CONC_BOTTLE_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Y_LPT_CONC_PUMP	tblGeotraces_Seawater_IDP2021v2	pmol/kg	In-Situ
Y_LPT_CONC_PUMP_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Y_SPT_CONC_PUMP	tblGeotraces_Seawater_IDP2021v2	pmol/kg	In-Situ
Y_SPT_CONC_PUMP_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Nd_TP_CONC_PUMP	tblGeotraces_Seawater_IDP2021v2	pmol/kg	In-Situ
Nd_TP_CONC_PUMP_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Nd_LPT_CONC_PUMP	tblGeotraces_Seawater_IDP2021v2	pmol/kg	In-Situ
Nd_LPT_CONC_PUMP_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Nd_SPT_CONC_PUMP	tblGeotraces_Seawater_IDP2021v2	pmol/kg	In-Situ
Nd_SPT_CONC_PUMP_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Y_TP_CONC_FISH	tblGeotraces_Seawater_IDP2021v2	pmol/kg	In-Situ
Y_TP_CONC_FISH_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
La_TP_CONC_FISH	tblGeotraces_Seawater_IDP2021v2	pmol/kg	In-Situ
La_TP_CONC_FISH_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Fe_56_54_TP_DELTA_BOTTLE	tblGeotraces_Seawater_IDP2021v2	per 10^3	In-Situ
Fe_56_54_TP_DELTA_BOTTLE_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Ba_138_134_SPL_DELTA_PUMP	tblGeotraces_Seawater_IDP2021v2	per 10^3	In-Situ
Ba_138_134_SPL_DELTA_PUMP_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Cu_65_63_SPT_DELTA_PUMP	tblGeotraces_Seawater_IDP2021v2	per 10^3	In-Situ
Cu_65_63_SPT_DELTA_PUMP_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Cu_65_63_SPL_DELTA_PUMP	tblGeotraces_Seawater_IDP2021v2	per 10^3	In-Situ
Cu_65_63_SPL_DELTA_PUMP_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Allo_HPLC_TP_CONC_BOTTLE	tblGeotraces_Seawater_IDP2021v2	ng/liter	In-Situ
Allo_HPLC_TP_CONC_BOTTLE_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Anth_HPLC_TP_CONC_BOTTLE	tblGeotraces_Seawater_IDP2021v2	ng/liter	In-Situ
Anth_HPLC_TP_CONC_BOTTLE_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
But_fuco_HPLC_TP_CONC_BOTTLE	tblGeotraces_Seawater_IDP2021v2	ng/liter	In-Situ
But_fuco_HPLC_TP_CONC_BOTTLE_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Alpha_Car_HPLC_TP_CONC_BOTTLE	tblGeotraces_Seawater_IDP2021v2	ng/liter	In-Situ
Alpha_Car_HPLC_TP_CONC_BOTTLE_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Beta_Car_HPLC_TP_CONC_BOTTLE	tblGeotraces_Seawater_IDP2021v2	ng/liter	In-Situ
Beta_Car_HPLC_TP_CONC_BOTTLE_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Diadino_HPLC_TP_CONC_BOTTLE	tblGeotraces_Seawater_IDP2021v2	ng/liter	In-Situ
Diadino_HPLC_TP_CONC_BOTTLE_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Diato_HPLC_TP_CONC_BOTTLE	tblGeotraces_Seawater_IDP2021v2	ng/liter	In-Situ
Diato_HPLC_TP_CONC_BOTTLE_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Fuco_HPLC_TP_CONC_BOTTLE	tblGeotraces_Seawater_IDP2021v2	ng/liter	In-Situ
Fuco_HPLC_TP_CONC_BOTTLE_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Hex_fuco_HPLC_TP_CONC_BOTTLE	tblGeotraces_Seawater_IDP2021v2	ng/liter	In-Situ
Hex_fuco_HPLC_TP_CONC_BOTTLE_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Lut_HPLC_TP_CONC_BOTTLE	tblGeotraces_Seawater_IDP2021v2	ng/liter	In-Situ
Lut_HPLC_TP_CONC_BOTTLE_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Neo_HPLC_TP_CONC_BOTTLE	tblGeotraces_Seawater_IDP2021v2	ng/liter	In-Situ
Neo_HPLC_TP_CONC_BOTTLE_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Perid_HPLC_TP_CONC_BOTTLE	tblGeotraces_Seawater_IDP2021v2	ng/liter	In-Situ
Perid_HPLC_TP_CONC_BOTTLE_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Pras_HPLC_TP_CONC_BOTTLE	tblGeotraces_Seawater_IDP2021v2	ng/liter	In-Situ
Pras_HPLC_TP_CONC_BOTTLE_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Viola_HPLC_TP_CONC_BOTTLE	tblGeotraces_Seawater_IDP2021v2	ng/liter	In-Situ
Viola_HPLC_TP_CONC_BOTTLE_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Zea_HPLC_TP_CONC_BOTTLE	tblGeotraces_Seawater_IDP2021v2	ng/liter	In-Situ
Zea_HPLC_TP_CONC_BOTTLE_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Gyrox_HPLC_TP_CONC_BOTTLE	tblGeotraces_Seawater_IDP2021v2	ng/liter	In-Situ
Gyrox_HPLC_TP_CONC_BOTTLE_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Allo_HPLC_TP_CONC_FISH	tblGeotraces_Seawater_IDP2021v2	ng/liter	In-Situ
Allo_HPLC_TP_CONC_FISH_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
But_fuco_HPLC_TP_CONC_FISH	tblGeotraces_Seawater_IDP2021v2	ng/liter	In-Situ
But_fuco_HPLC_TP_CONC_FISH_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Beta_Car_HPLC_TP_CONC_FISH	tblGeotraces_Seawater_IDP2021v2	ng/liter	In-Situ
Beta_Car_HPLC_TP_CONC_FISH_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Diadino_HPLC_TP_CONC_FISH	tblGeotraces_Seawater_IDP2021v2	ng/liter	In-Situ
Diadino_HPLC_TP_CONC_FISH_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Fuco_HPLC_TP_CONC_FISH	tblGeotraces_Seawater_IDP2021v2	ng/liter	In-Situ
Fuco_HPLC_TP_CONC_FISH_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Hex_fuco_HPLC_TP_CONC_FISH	tblGeotraces_Seawater_IDP2021v2	ng/liter	In-Situ
Hex_fuco_HPLC_TP_CONC_FISH_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Lut_HPLC_TP_CONC_FISH	tblGeotraces_Seawater_IDP2021v2	ng/liter	In-Situ
Lut_HPLC_TP_CONC_FISH_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Perid_HPLC_TP_CONC_FISH	tblGeotraces_Seawater_IDP2021v2	ng/liter	In-Situ
Perid_HPLC_TP_CONC_FISH_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Viola_HPLC_TP_CONC_FISH	tblGeotraces_Seawater_IDP2021v2	ng/liter	In-Situ
Viola_HPLC_TP_CONC_FISH_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Zea_HPLC_TP_CONC_FISH	tblGeotraces_Seawater_IDP2021v2	ng/liter	In-Situ
Zea_HPLC_TP_CONC_FISH_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Chl_a_HPLC_TP_CONC_BOTTLE	tblGeotraces_Seawater_IDP2021v2	ng/liter	In-Situ
Chl_a_HPLC_TP_CONC_BOTTLE_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Chl_b_HPLC_TP_CONC_BOTTLE	tblGeotraces_Seawater_IDP2021v2	ng/liter	In-Situ
Chl_b_HPLC_TP_CONC_BOTTLE_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Chl_c3_HPLC_TP_CONC_BOTTLE	tblGeotraces_Seawater_IDP2021v2	ng/liter	In-Situ
Chl_c3_HPLC_TP_CONC_BOTTLE_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Chl_c1_chl_c2_HPLC_TP_CONC_BOTTLE	tblGeotraces_Seawater_IDP2021v2	ng/liter	In-Situ
Chl_c1_chl_c2_HPLC_TP_CONC_BOTTLE_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Chl_c_TOT_HPLC_TP_CONC_BOTTLE	tblGeotraces_Seawater_IDP2021v2	ng/liter	In-Situ
Chl_c_TOT_HPLC_TP_CONC_BOTTLE_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Chl_a_allom_HPLC_TP_CONC_BOTTLE	tblGeotraces_Seawater_IDP2021v2	ng/liter	In-Situ
Chl_a_allom_HPLC_TP_CONC_BOTTLE_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Chl_a_epimer_HPLC_TP_CONC_BOTTLE	tblGeotraces_Seawater_IDP2021v2	ng/liter	In-Situ
Chl_a_epimer_HPLC_TP_CONC_BOTTLE_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Chlide_a_HPLC_TP_CONC_BOTTLE	tblGeotraces_Seawater_IDP2021v2	ng/liter	In-Situ
Chlide_a_HPLC_TP_CONC_BOTTLE_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
DV_chl_a_HPLC_TP_CONC_BOTTLE	tblGeotraces_Seawater_IDP2021v2	ng/liter	In-Situ
DV_chl_a_HPLC_TP_CONC_BOTTLE_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Chl_a_DV_chla_HPLC_TP_CONC_BOTTLE	tblGeotraces_Seawater_IDP2021v2	ng/liter	In-Situ
Chl_a_DV_chla_HPLC_TP_CONC_BOTTLE_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Chl_a_HPLC_TP_CONC_FISH	tblGeotraces_Seawater_IDP2021v2	ng/liter	In-Situ
Chl_a_HPLC_TP_CONC_FISH_qc	tblGeotraces_Seawater_IDP2021v2	NA	In-Situ
Chl_b_HPLC_TP_CONC_FISH	tblGeotraces_Seawater_IDP2021v2	ng/liter	In-Situ
