sra_acc_num	sra_biosample_acc_num	sra_run_acc_num	sra_exp_acc_num	sra_study_acc_num	tara_barcode_num	tara_station
ERS490083	SAMEA2656992	ERR1726800	ERX1796920	PRJEB4352	TARA_N000000968	TARA_065
ERS490044	SAMEA2620870	ERR1740328	ERX1809869	PRJEB4352	TARA_N000000959	TARA_065
ERS490115	SAMEA2620920	ERR599205	ERX556177	PRJEB4352	TARA_N000000965	TARA_065
ERS490044	SAMEA2620870	ERR599210	ERX556184	PRJEB4352	TARA_N000000959	TARA_065
ERS490071	SAMEA2620888	ERR599268	ERX556291	PRJEB4352	TARA_N000000987	TARA_065
ERS490063	SAMEA2657007	ERR599312	ERX556258	PRJEB4352	TARA_N000000981	TARA_065
ERS490105	SAMEA2620910	ERR599323	ERX556244	PRJEB4352	TARA_N000000961	TARA_065
ERS490045	SAMEA2620871	ERR599218	ERX556190	PRJEB4352	TARA_N000000963	TARA_065
ERS490083	SAMEA2656992	ERR599320	ERX556276	PRJEB4352	TARA_N000000968	TARA_065
ERS490089	SAMEA2620894	ERR594291	ERX552283	PRJEB1788	TARA_Y100000361	TARA_065
ERS490035	SAMEA2620861	ERR594320	ERX552286	PRJEB1788	TARA_Y100000356	TARA_065
ERS490053	SAMEA2620879	ERR594361	ERX552361	PRJEB4419	TARA_R100001230	TARA_065
ERS490120	SAMEA2620925	ERR594382	ERX552348	PRJEB4419	TARA_R100001198	TARA_065
ERS490120	SAMEA2620925	ERR594414	ERX552309	PRJEB4419	TARA_R100001198	TARA_065
ERS490053	SAMEA2620879	ERR594359	ERX552326	PRJEB4419	TARA_R100001230	TARA_065
ERS490085	SAMEA2620890	ERR599110	ERX556023	PRJEB1787	TARA_B000000441	TARA_065
ERS490029	SAMEA2620855	ERR598979	ERX555970	PRJEB1787	TARA_B000000437	TARA_065
ERS490085	SAMEA2620890	ERR598990	ERX556072	PRJEB1787	TARA_B000000441	TARA_065
ERS490065	SAMEA2620882	ERR598960	ERX555922	PRJEB1787	TARA_B000000460	TARA_065
ERS490065	SAMEA2620882	ERR599034	ERX555972	PRJEB1787	TARA_B000000460	TARA_065
ERS490085	SAMEA2620890	ERR599018	ERX555996	PRJEB1787	TARA_B000000441	TARA_065
ERS490029	SAMEA2620855	ERR599146	ERX556091	PRJEB1787	TARA_B000000437	TARA_065
ERS490172	SAMEA2620959	ERR1726701	ERX1796838	PRJEB4352	TARA_N000000807	TARA_066
ERS490172	SAMEA2620959	ERR1726704	ERX1796675	PRJEB4352	TARA_N000000807	TARA_066
ERS490172	SAMEA2620959	ERR1726833	ERX1796572	PRJEB4352	TARA_N000000807	TARA_066
ERS490172	SAMEA2620959	ERR1726898	ERX1796618	PRJEB4352	TARA_N000000807	TARA_066
ERS490136	SAMEA2620941	ERR599208	ERX556178	PRJEB4352	TARA_N000000809	TARA_066
ERS490174	SAMEA2620961	ERR599231	ERX556169	PRJEB4352	TARA_N000000791	TARA_066
ERS490172	SAMEA2620959	ERR599271	ERX556284	PRJEB4352	TARA_N000000807	TARA_066
ERS490172	SAMEA2620959	ERR599274	ERX556237	PRJEB4352	TARA_N000000807	TARA_066
ERS490150	SAMEA2656956	ERR599277	ERX556238	PRJEB4352	TARA_N000000790	TARA_066
ERS490172	SAMEA2620959	ERR599289	ERX556213	PRJEB4352	TARA_N000000807	TARA_066
ERS490172	SAMEA2620959	ERR599300	ERX556220	PRJEB4352	TARA_N000000807	TARA_066
ERS490172	SAMEA2620959	ERR599334	ERX556289	PRJEB4352	TARA_N000000807	TARA_066
ERS490159	SAMEA2657046	ERR1726663	ERX1796613	PRJEB4352	TARA_N000000793	TARA_066
ERS490150	SAMEA2656956	ERR1726689	ERX1796941	PRJEB4352	TARA_N000000790	TARA_066
ERS490172	SAMEA2620959	ERR1726829	ERX1796842	PRJEB4352	TARA_N000000807	TARA_066
ERS490172	SAMEA2620959	ERR599233	ERX556298	PRJEB4352	TARA_N000000807	TARA_066
ERS490172	SAMEA2620959	ERR599235	ERX556278	PRJEB4352	TARA_N000000807	TARA_066
ERS490172	SAMEA2620959	ERR599242	ERX556243	PRJEB4352	TARA_N000000807	TARA_066
ERS490172	SAMEA2620959	ERR599252	ERX556235	PRJEB4352	TARA_N000000807	TARA_066
ERS490172	SAMEA2620959	ERR599285	ERX556199	PRJEB4352	TARA_N000000807	TARA_066
ERS490172	SAMEA2620959	ERR599315	ERX556224	PRJEB4352	TARA_N000000807	TARA_066
ERS490172	SAMEA2620959	ERR599318	ERX556281	PRJEB4352	TARA_N000000807	TARA_066
ERS490172	SAMEA2620959	ERR1726793	ERX1796894	PRJEB4352	TARA_N000000807	TARA_066
ERS490172	SAMEA2620959	ERR1726866	ERX1796745	PRJEB4352	TARA_N000000807	TARA_066
ERS490172	SAMEA2620959	ERR1726875	ERX1796893	PRJEB4352	TARA_N000000807	TARA_066
ERS490172	SAMEA2620959	ERR599251	ERX556210	PRJEB4352	TARA_N000000807	TARA_066
ERS490134	SAMEA2620939	ERR599261	ERX556232	PRJEB4352	TARA_N000000805	TARA_066
ERS490172	SAMEA2620959	ERR599272	ERX556261	PRJEB4352	TARA_N000000807	TARA_066
ERS490172	SAMEA2620959	ERR599273	ERX556268	PRJEB4352	TARA_N000000807	TARA_066
ERS490159	SAMEA2657046	ERR599301	ERX556202	PRJEB4352	TARA_N000000793	TARA_066
ERS490172	SAMEA2620959	ERR599308	ERX556196	PRJEB4352	TARA_N000000807	TARA_066
ERS490172	SAMEA2620959	ERR599316	ERX556246	PRJEB4352	TARA_N000000807	TARA_066
ERS490172	SAMEA2620959	ERR599327	ERX556263	PRJEB4352	TARA_N000000807	TARA_066
ERS490142	SAMEA2620947	ERR594362	ERX552333	PRJEB4419	TARA_R100000900	TARA_066
ERS490180	SAMEA2620967	ERR594389	ERX552336	PRJEB4419	TARA_R100000908	TARA_066
ERS490124	SAMEA2620929	ERR599068	ERX556004	PRJEB1787	TARA_B000000475	TARA_066
ERS490163	SAMEA2620950	ERR599107	ERX556113	PRJEB1787	TARA_B000000477	TARA_066
ERS490124	SAMEA2620929	ERR599173	ERX555958	PRJEB1787	TARA_B000000475	TARA_066
ERS490124	SAMEA2620929	ERR598973	ERX556107	PRJEB1787	TARA_B000000475	TARA_066
ERS490163	SAMEA2620950	ERR598982	ERX556046	PRJEB1787	TARA_B000000477	TARA_066
ERS490198	SAMEA2620985	ERR599238	ERX556241	PRJEB4352	TARA_N000000759	TARA_067
ERS490210	SAMEA2656969	ERR599255	ERX556229	PRJEB4352	TARA_N000000750	TARA_067
ERS490201	SAMEA2620988	ERR599302	ERX556283	PRJEB4352	TARA_N000000756	TARA_067
ERS490216	SAMEA2657065	ERR599269	ERX556292	PRJEB4352	TARA_N000000746	TARA_067
ERS490220	SAMEA2657014	ERR599295	ERX556273	PRJEB4352	TARA_N000000742	TARA_067
ERS490192	SAMEA2620979	ERR594313	ERX552270	PRJEB1788	TARA_Y100000389	TARA_067
ERS490193	SAMEA2620980	ERR594325	ERX552261	PRJEB1788	TARA_Y100000385	TARA_067
ERS490204	SAMEA2620991	ERR594395	ERX552311	PRJEB4419	TARA_R100000951	TARA_067
ERS490204	SAMEA2620991	ERR594404	ERX552337	PRJEB4419	TARA_R100000951	TARA_067
ERS490183	SAMEA2620970	ERR598994	ERX556109	PRJEB1787	TARA_B100000497	TARA_067
ERS490183	SAMEA2620970	ERR599144	ERX556084	PRJEB1787	TARA_B100000497	TARA_067
ERS490294	SAMEA2657061	ERR1726630	ERX1796715	PRJEB4352	TARA_N000000711	TARA_068
ERS490294	SAMEA2657061	ERR599259	ERX556287	PRJEB4352	TARA_N000000711	TARA_068
ERS490242	SAMEA2621007	ERR599260	ERX556217	PRJEB4352	TARA_N000000714	TARA_068
ERS490261	SAMEA2657009	ERR599223	ERX556183	PRJEB4352	TARA_N000000701	TARA_068
ERS490314	SAMEA2621055	ERR599229	ERX556192	PRJEB4352	TARA_N000000703	TARA_068
ERS490311	SAMEA2621052	ERR599236	ERX556230	PRJEB4352	TARA_N000000720	TARA_068
ERS490241	SAMEA2621006	ERR599248	ERX556297	PRJEB4352	TARA_N000000713	TARA_068
ERS490281	SAMEA2621029	ERR599257	ERX556286	PRJEB4352	TARA_N000000722	TARA_068
ERS490307	SAMEA2621048	ERR599284	ERX556201	PRJEB4352	TARA_N000000728	TARA_068
ERS490279	SAMEA2621027	ERR599297	ERX556231	PRJEB4352	TARA_N000000718	TARA_068
ERS490256	SAMEA2657082	ERR599304	ERX556227	PRJEB4352	TARA_N000000705	TARA_068
ERS490308	SAMEA2621049	ERR4691866	ERX4612975	PRJEB4352	TARA_N000000729	TARA_068
ERS490253	SAMEA2657073	ERR599243	ERX556267	PRJEB4352	TARA_N000000709	TARA_068
ERS490303	SAMEA2621044	ERR594294	ERX552244	PRJEB1788	TARA_Y100000748	TARA_068
ERS490273	SAMEA2621021	ERR594297	ERX552277	PRJEB1788	TARA_Y100000739	TARA_068
ERS490238	SAMEA2621003	ERR594302	ERX552301	PRJEB1788	TARA_Y100000758	TARA_068
ERS490304	SAMEA2621045	ERR594348	ERX552258	PRJEB1788	TARA_Y100000746	TARA_068
ERS490272	SAMEA2621020	ERR594318	ERX552302	PRJEB1788	TARA_Y100000741	TARA_068
ERS490245	SAMEA2621010	ERR2752147	ERX2765193	PRJEB4419	TARA_R100000963	TARA_068
ERS490245	SAMEA2621010	ERR2752146	ERX2765192	PRJEB4419	TARA_R100000963	TARA_068
ERS490285	SAMEA2621033	ERR594391	ERX552323	PRJEB4419	TARA_R100000988	TARA_068
ERS490245	SAMEA2621010	ERR599382	ERX556325	PRJEB4419	TARA_R100000963	TARA_068
ERS490320	SAMEA2621061	ERR594415	ERX552358	PRJEB4419	TARA_R100000995	TARA_068
ERS490230	SAMEA2620995	ERR598947	ERX555969	PRJEB1787	TARA_B100000470	TARA_068
ERS490230	SAMEA2620995	ERR599131	ERX556011	PRJEB1787	TARA_B100000470	TARA_068
ERS490296	SAMEA2621037	ERR599017	ERX555939	PRJEB1787	TARA_B100000482	TARA_068
ERS490296	SAMEA2621037	ERR599056	ERX556038	PRJEB1787	TARA_B100000482	TARA_068
ERS490265	SAMEA2621013	ERR599171	ERX556071	PRJEB1787	TARA_B100000475	TARA_068
ERS490265	SAMEA2621013	ERR599129	ERX555986	PRJEB1787	TARA_B100000475	TARA_068
ERS490296	SAMEA2621037	ERR599103	ERX556041	PRJEB1787	TARA_B100000482	TARA_068
ERS490265	SAMEA2621013	ERR599174	ERX555975	PRJEB1787	TARA_B100000475	TARA_068
ERS490362	SAMEA2656971	ERR1726899	ERX1796914	PRJEB4352	TARA_N000000662	TARA_070
ERS490386	SAMEA2621105	ERR599220	ERX556182	PRJEB4352	TARA_N000000669	TARA_070
ERS490343	SAMEA2621082	ERR599305	ERX556225	PRJEB4352	TARA_N000000678	TARA_070
ERS490387	SAMEA2621106	ERR599207	ERX556187	PRJEB4352	TARA_N000000670	TARA_070
ERS490362	SAMEA2656971	ERR599258	ERX556294	PRJEB4352	TARA_N000000662	TARA_070
ERS490356	SAMEA2657034	ERR599313	ERX556206	PRJEB4352	TARA_N000000666	TARA_070
ERS490341	SAMEA2621080	ERR599331	ERX556211	PRJEB4352	TARA_N000000674	TARA_070
ERS490366	SAMEA2656958	ERR1726969	ERX1796919	PRJEB4352	TARA_N000000682	TARA_070
ERS490366	SAMEA2656958	ERR599241	ERX556247	PRJEB4352	TARA_N000000682	TARA_070
ERS490380	SAMEA2621099	ERR594308	ERX552246	PRJEB1788	TARA_Y100000782	TARA_070
ERS490336	SAMEA2621075	ERR594349	ERX552255	PRJEB1788	TARA_Y100000768	TARA_070
ERS490380	SAMEA2621099	ERR594299	ERX552290	PRJEB1788	TARA_Y100000782	TARA_070
ERS490382	SAMEA2621101	ERR594331	ERX552300	PRJEB1788	TARA_Y100000780	TARA_070
ERS490337	SAMEA2621076	ERR594335	ERX552298	PRJEB1788	TARA_Y100000766	TARA_070
ERS490346	SAMEA2621085	ERR594353	ERX552346	PRJEB4419	TARA_R100001015	TARA_070
ERS490388	SAMEA2621107	ERR594407	ERX552321	PRJEB4419	TARA_R100001039	TARA_070
ERS490388	SAMEA2621107	ERR2752145	ERX2765191	PRJEB4419	TARA_R100001039	TARA_070
ERS490373	SAMEA2621092	ERR599044	ERX556016	PRJEB1787	TARA_B100000446	TARA_070
ERS490373	SAMEA2621092	ERR599149	ERX556020	PRJEB1787	TARA_B100000446	TARA_070
ERS490327	SAMEA2621066	ERR599165	ERX555918	PRJEB1787	TARA_B100000459	TARA_070
ERS490327	SAMEA2621066	ERR599135	ERX556111	PRJEB1787	TARA_B100000459	TARA_070
ERS490405	SAMEA2621124	ERR4691765	ERX4612874	PRJEB4352	TARA_N000000648	TARA_071
ERS490422	SAMEA2731962	ERR4691768	ERX4612877	PRJEB4352	TARA_N000000644	TARA_071
ERS490416	SAMEA2731877	ERR4691769	ERX4612878	PRJEB4352	TARA_N000000646	TARA_071
ERS490407	SAMEA2621126	ERR4691766	ERX4612875	PRJEB4352	TARA_N000000640	TARA_071
ERS490426	SAMEA2731966	ERR4691767	ERX4612876	PRJEB4352	TARA_N000000642	TARA_071
ERS490448	SAMEA2621147	ERR1726975	ERX1796624	PRJEB4352	TARA_N000000831	TARA_072
ERS490467	SAMEA2656989	ERR599204	ERX556166	PRJEB4352	TARA_N000000835	TARA_072
ERS490499	SAMEA2656972	ERR599292	ERX556254	PRJEB4352	TARA_N000000841	TARA_072
ERS490490	SAMEA2621169	ERR599307	ERX556242	PRJEB4352	TARA_N000000833	TARA_072
ERS490463	SAMEA2656961	ERR599256	ERX556280	PRJEB4352	TARA_N000000839	TARA_072
ERS490521	SAMEA2621190	ERR599211	ERX556173	PRJEB4352	TARA_N000000848	TARA_072
ERS490520	SAMEA2621189	ERR599213	ERX556185	PRJEB4352	TARA_N000000847	TARA_072
ERS490446	SAMEA2621145	ERR599267	ERX556240	PRJEB4352	TARA_N000000827	TARA_072
ERS490448	SAMEA2621147	ERR599276	ERX556296	PRJEB4352	TARA_N000000831	TARA_072
ERS490457	SAMEA2657090	ERR599286	ERX556195	PRJEB4352	TARA_N000000843	TARA_072
ERS490473	SAMEA2657053	ERR599287	ERX556277	PRJEB4352	TARA_N000000845	TARA_072
ERS490488	SAMEA2621167	ERR599290	ERX556197	PRJEB4352	TARA_N000000829	TARA_072
ERS490503	SAMEA2657100	ERR599317	ERX556219	PRJEB4352	TARA_N000000837	TARA_072
ERS490452	SAMEA2621151	ERR594364	ERX552365	PRJEB4419	TARA_R100001079	TARA_072
ERS490494	SAMEA2621173	ERR594379	ERX552338	PRJEB4419	TARA_R100001082	TARA_072
ERS490522	SAMEA2621191	ERR594388	ERX552332	PRJEB4419	TARA_R100001086	TARA_072
ERS490433	SAMEA2621132	ERR598984	ERX556009	PRJEB1787	TARA_B100000424	TARA_072
ERS490507	SAMEA2621176	ERR599005	ERX556112	PRJEB1787	TARA_B100000508	TARA_072
ERS490507	SAMEA2621176	ERR599048	ERX555911	PRJEB1787	TARA_B100000508	TARA_072
ERS490433	SAMEA2621132	ERR599105	ERX555934	PRJEB1787	TARA_B100000424	TARA_072
ERS490476	SAMEA2621155	ERR599133	ERX555987	PRJEB1787	TARA_B100000427	TARA_072
ERS490476	SAMEA2621155	ERR599137	ERX556079	PRJEB1787	TARA_B100000427	TARA_072
ERS490618	SAMEA2656998	ERR1726607	ERX1796798	PRJEB4352	TARA_N000000876	TARA_076
ERS490607	SAMEA2621226	ERR1726682	ERX1796849	PRJEB4352	TARA_N000000860	TARA_076
ERS490572	SAMEA2657030	ERR1726937	ERX1796695	PRJEB4352	TARA_N000000871	TARA_076
ERS490647	SAMEA2621246	ERR599216	ERX556172	PRJEB4352	TARA_N000000916	TARA_076
ERS490606	SAMEA2621225	ERR599275	ERX556288	PRJEB4352	TARA_N000000920	TARA_076
ERS490607	SAMEA2621226	ERR599330	ERX556295	PRJEB4352	TARA_N000000860	TARA_076
ERS490564	SAMEA2657091	ERR599336	ERX556259	PRJEB4352	TARA_N000000879	TARA_076
ERS490594	SAMEA2656962	ERR1726565	ERX1796755	PRJEB4352	TARA_N000000884	TARA_076
ERS490582	SAMEA2657095	ERR1726626	ERX1796674	PRJEB4352	TARA_N000000863	TARA_076
ERS490553	SAMEA2621209	ERR1726699	ERX1796546	PRJEB4352	TARA_N000000855	TARA_076
ERS490626	SAMEA2657101	ERR1726780	ERX1796756	PRJEB4352	TARA_N000000868	TARA_076
ERS490618	SAMEA2656998	ERR1726950	ERX1796733	PRJEB4352	TARA_N000000876	TARA_076
ERS490646	SAMEA2621245	ERR599230	ERX556170	PRJEB4352	TARA_N000000915	TARA_076
ERS490552	SAMEA2621208	ERR599253	ERX556255	PRJEB4352	TARA_N000000852	TARA_076
ERS490572	SAMEA2657030	ERR599326	ERX556223	PRJEB4352	TARA_N000000871	TARA_076
ERS490626	SAMEA2657101	ERR599329	ERX556245	PRJEB4352	TARA_N000000868	TARA_076
ERS490582	SAMEA2657095	ERR599332	ERX556239	PRJEB4352	TARA_N000000863	TARA_076
ERS490564	SAMEA2657091	ERR1726678	ERX1796786	PRJEB4352	TARA_N000000879	TARA_076
ERS490572	SAMEA2657030	ERR1726731	ERX1796761	PRJEB4352	TARA_N000000871	TARA_076
ERS490552	SAMEA2621208	ERR1740326	ERX1809866	PRJEB4352	TARA_N000000852	TARA_076
ERS490594	SAMEA2656962	ERR599303	ERX556248	PRJEB4352	TARA_N000000884	TARA_076
ERS490553	SAMEA2621209	ERR599309	ERX556208	PRJEB4352	TARA_N000000855	TARA_076
ERS490618	SAMEA2656998	ERR599333	ERX556257	PRJEB4352	TARA_N000000876	TARA_076
ERS490548	SAMEA2621204	ERR594286	ERX552272	PRJEB1788	TARA_Y100000813	TARA_076
ERS490602	SAMEA2621221	ERR594321	ERX552295	PRJEB1788	TARA_Y100000817	TARA_076
ERS490643	SAMEA2621242	ERR594333	ERX552260	PRJEB1788	TARA_Y100000815	TARA_076
ERS490603	SAMEA2621222	ERR594298	ERX552282	PRJEB1788	TARA_Y100000814	TARA_076
ERS490547	SAMEA2621203	ERR594310	ERX552296	PRJEB1788	TARA_Y100000816	TARA_076
ERS490557	SAMEA2621213	ERR594354	ERX552347	PRJEB4419	TARA_R100001126	TARA_076
ERS490610	SAMEA2621229	ERR594355	ERX552344	PRJEB4419	TARA_R100001129	TARA_076
ERS490648	SAMEA2621247	ERR599370	ERX556320	PRJEB4419	TARA_R100001132	TARA_076
ERS490648	SAMEA2621247	ERR599347	ERX556341	PRJEB4419	TARA_R100001132	TARA_076
ERS490648	SAMEA2621247	ERR2752148	ERX2765194	PRJEB4419	TARA_R100001132	TARA_076
ERS490633	SAMEA2621232	ERR599000	ERX556123	PRJEB1787	TARA_B100000749	TARA_076
ERS490597	SAMEA2621216	ERR599040	ERX555940	PRJEB1787	TARA_B100000519	TARA_076
ERS490542	SAMEA2621198	ERR599010	ERX555995	PRJEB1787	TARA_B100000513	TARA_076
ERS490597	SAMEA2621216	ERR599148	ERX555959	PRJEB1787	TARA_B100000519	TARA_076
ERS490633	SAMEA2621232	ERR599154	ERX556131	PRJEB1787	TARA_B100000749	TARA_076
ERS490542	SAMEA2621198	ERR599126	ERX555999	PRJEB1787	TARA_B100000513	TARA_076
ERS490708	SAMEA2657042	ERR1726825	ERX1796872	PRJEB4352	TARA_N000001516	TARA_078
ERS490699	SAMEA2621280	ERR599240	ERX556233	PRJEB4352	TARA_N000000618	TARA_078
ERS490687	SAMEA2657029	ERR599250	ERX556203	PRJEB4352	TARA_N000000625	TARA_078
ERS490683	SAMEA2657067	ERR599263	ERX556226	PRJEB4352	TARA_N000001510	TARA_078
ERS490726	SAMEA2621299	ERR599278	ERX556290	PRJEB4352	TARA_N000001505	TARA_078
ERS490679	SAMEA2656977	ERR599245	ERX556209	PRJEB4352	TARA_N000001514	TARA_078
ERS490725	SAMEA2621298	ERR599246	ERX556234	PRJEB4352	TARA_N000001504	TARA_078
ERS490670	SAMEA2621265	ERR599311	ERX556285	PRJEB4352	TARA_N000000620	TARA_078
ERS490701	SAMEA2621282	ERR599322	ERX556250	PRJEB4352	TARA_N000000622	TARA_078
ERS490699	SAMEA2621280	ERR1740324	ERX1809867	PRJEB4352	TARA_N000000618	TARA_078
ERS490668	SAMEA2621263	ERR599237	ERX556216	PRJEB4352	TARA_N000000616	TARA_078
ERS490712	SAMEA2657102	ERR599262	ERX556200	PRJEB4352	TARA_N000001512	TARA_078
ERS490708	SAMEA2657042	ERR599265	ERX556293	PRJEB4352	TARA_N000001516	TARA_078
ERS490722	SAMEA2621295	ERR594289	ERX552271	PRJEB1788	TARA_Y100001001	TARA_078
ERS490696	SAMEA2621277	ERR594336	ERX552252	PRJEB1788	TARA_Y100000996	TARA_078
ERS490665	SAMEA2621260	ERR594332	ERX552254	PRJEB1788	TARA_Y100000991	TARA_078
ERS490664	SAMEA2621259	ERR594340	ERX552274	PRJEB1788	TARA_Y100000992	TARA_078
ERS490697	SAMEA2621278	ERR594303	ERX552253	PRJEB1788	TARA_Y100000994	TARA_078
ERS490727	SAMEA2621300	ERR2752149	ERX2765195	PRJEB4419	TARA_R100001143	TARA_078
ERS490727	SAMEA2621300	ERR2752150	ERX2765196	PRJEB4419	TARA_R100001143	TARA_078
ERS490676	SAMEA2621271	ERR594411	ERX552320	PRJEB4419	TARA_R100001224	TARA_078
ERS490727	SAMEA2621300	ERR599361	ERX556309	PRJEB4419	TARA_R100001143	TARA_078
ERS490704	SAMEA2621285	ERR599374	ERX556315	PRJEB4419	TARA_R100001163	TARA_078
ERS490659	SAMEA2621254	ERR599022	ERX555968	PRJEB1787	TARA_B100000524	TARA_078
ERS490714	SAMEA2621287	ERR599124	ERX556095	PRJEB1787	TARA_B100000745	TARA_078
ERS490659	SAMEA2621254	ERR599006	ERX556088	PRJEB1787	TARA_B100000524	TARA_078
ERS490691	SAMEA2621272	ERR599046	ERX556085	PRJEB1787	TARA_B100000530	TARA_078
ERS490714	SAMEA2621287	ERR599159	ERX556090	PRJEB1787	TARA_B100000745	TARA_078
ERS490691	SAMEA2621272	ERR599101	ERX556075	PRJEB1787	TARA_B100000530	TARA_078
ERS490752	SAMEA2621316	ERR1726733	ERX1796721	PRJEB4352	TARA_N000001478	TARA_080
ERS490794	SAMEA2621339	ERR1726906	ERX1796864	PRJEB4352	TARA_N000001489	TARA_080
ERS490792	SAMEA2621337	ERR868483	ERX948097	PRJEB4352	TARA_N000001485	TARA_080
ERS490768	SAMEA2732299	ERR1726636	ERX1796705	PRJEB4352	TARA_N000001499	TARA_080
ERS490774	SAMEA2732344	ERR1726648	ERX1796517	PRJEB4352	TARA_N000001477	TARA_080
ERS490778	SAMEA2732399	ERR1726758	ERX1796529	PRJEB4352	TARA_N000001473	TARA_080
ERS490751	SAMEA2621315	ERR868387	ERX948055	PRJEB4352	TARA_N000001491	TARA_080
ERS490761	SAMEA2732231	ERR1726819	ERX1796669	PRJEB4352	TARA_N000001503	TARA_080
ERS490832	SAMEA2732401	ERR1726573	ERX1796817	PRJEB4352	TARA_N000001424	TARA_081
ERS490871	SAMEA2732891	ERR1726853	ERX1796688	PRJEB4352	TARA_N000001428	TARA_081
ERS490841	SAMEA2732530	ERR1726530	ERX1796509	PRJEB4352	TARA_N000001430	TARA_081
ERS490819	SAMEA2621364	ERR1726881	ERX1796943	PRJEB4352	TARA_N000001432	TARA_081
ERS490875	SAMEA2732895	ERR1726958	ERX1796657	PRJEB4352	TARA_N000001422	TARA_081
ERS490817	SAMEA2621362	ERR868372	ERX947996	PRJEB4352	TARA_N000001436	TARA_081
ERS490836	SAMEA2732468	ERR1726706	ERX1796940	PRJEB4352	TARA_N000001426	TARA_081
ERS490860	SAMEA2621388	ERR868461	ERX948082	PRJEB4352	TARA_N000001434	TARA_081
ERS490944	SAMEA2621439	ERR599219	ERX556176	PRJEB4352	TARA_N000001389	TARA_082
ERS490915	SAMEA2657104	ERR599232	ERX556186	PRJEB4352	TARA_N000001390	TARA_082
ERS490905	SAMEA2656994	ERR599234	ERX556269	PRJEB4352	TARA_N000001398	TARA_082
ERS490911	SAMEA2657078	ERR599306	ERX556249	PRJEB4352	TARA_N000001394	TARA_082
ERS490945	SAMEA2621440	ERR599209	ERX556171	PRJEB4352	TARA_N000001396	TARA_082
ERS490947	SAMEA2621442	ERR599221	ERX556188	PRJEB4352	TARA_N000001392	TARA_082
ERS490922	SAMEA2657035	ERR599279	ERX556215	PRJEB4352	TARA_N000001400	TARA_082
ERS490894	SAMEA2621410	ERR599293	ERX556221	PRJEB4352	TARA_N000001382	TARA_082
ERS490896	SAMEA2621412	ERR599298	ERX556275	PRJEB4352	TARA_N000001386	TARA_082
ERS490941	SAMEA2621436	ERR599319	ERX556207	PRJEB4352	TARA_N000001384	TARA_082
ERS490900	SAMEA2621416	ERR2752156	ERX2765202	PRJEB4419	TARA_R100000541	TARA_082
ERS490953	SAMEA2621448	ERR2752143	ERX2765189	PRJEB4419	TARA_R100000544	TARA_082
ERS490953	SAMEA2621448	ERR594409	ERX552355	PRJEB4419	TARA_R100000544	TARA_082
ERS490900	SAMEA2621416	ERR599384	ERX556328	PRJEB4419	TARA_R100000541	TARA_082
ERS490885	SAMEA2621401	ERR599009	ERX555925	PRJEB1787	TARA_B100000768	TARA_082
ERS490928	SAMEA2621423	ERR599122	ERX555915	PRJEB1787	TARA_B100000767	TARA_082
ERS490928	SAMEA2621423	ERR599027	ERX555998	PRJEB1787	TARA_B100000767	TARA_082
ERS490885	SAMEA2621401	ERR599035	ERX556030	PRJEB1787	TARA_B100000768	TARA_082
ERS490972	SAMEA2621465	ERR4691865	ERX4612974	PRJEB4352	TARA_N000001369	TARA_083
ERS490975	SAMEA2621468	ERR1726572	ERX1796835	PRJEB4352	TARA_N000001372	TARA_083
ERS490977	SAMEA2621470	ERR868388	ERX948099	PRJEB4352	TARA_N000001374	TARA_083
ERS490981	SAMEA2621474	ERR1700898	ERX1771201	PRJEB4352	TARA_N000001376	TARA_083
ERS490995	SAMEA2732412	ERR1726928	ERX1796630	PRJEB4352	TARA_N000001380	TARA_083
ERS491010	SAMEA2621496	ERR599270	ERX556218	PRJEB4352	TARA_N000001006	TARA_084
ERS491028	SAMEA2657033	ERR599283	ERX556279	PRJEB4352	TARA_N000001442	TARA_084
ERS491010	SAMEA2621496	ERR1740325	ERX1809868	PRJEB4352	TARA_N000001006	TARA_084
ERS491032	SAMEA2657096	ERR599224	ERX556175	PRJEB4352	TARA_N000001440	TARA_084
ERS491012	SAMEA2621498	ERR599254	ERX556264	PRJEB4352	TARA_N000001438	TARA_084
ERS491021	SAMEA2657049	ERR599291	ERX556260	PRJEB4352	TARA_N000001362	TARA_084
ERS491016	SAMEA2621502	ERR2752157	ERX2765203	PRJEB4419	TARA_R100000935	TARA_084
ERS491016	SAMEA2621502	ERR599352	ERX556314	PRJEB4419	TARA_R100000935	TARA_084
ERS491001	SAMEA2621487	ERR598945	ERX555982	PRJEB1787	TARA_B100000780	TARA_084
ERS491001	SAMEA2621487	ERR599059	ERX556058	PRJEB1787	TARA_B100000780	TARA_084
ERS491122	SAMEA2621563	ERR599217	ERX556179	PRJEB4352	TARA_N000001045	TARA_085
ERS491073	SAMEA2732415	ERR599264	ERX556256	PRJEB4352	TARA_N000001017	TARA_085
ERS491055	SAMEA2621520	ERR599281	ERX556204	PRJEB4352	TARA_N000001024	TARA_085
ERS491057	SAMEA2621522	ERR599335	ERX556265	PRJEB4352	TARA_N000001028	TARA_085
ERS491086	SAMEA2656966	ERR599206	ERX556174	PRJEB4352	TARA_N000001034	TARA_085
ERS491070	SAMEA2656979	ERR599214	ERX556189	PRJEB4352	TARA_N000001040	TARA_085
