tara_barcode_num	sra_acc_num	sra_biosample_acc_num	sra_run_acc_num	sra_exp_acc_num	sra_study_acc_num	tara_station	latitude	longitude	depth	date_time	lat_dw	lon_dw	depth_dw	time_dw	DIC_darwin_clim	NH4_darwin_clim	NO2_darwin_clim	NO3_darwin_clim	PO4_darwin_clim	SiO2_darwin_clim	FeT_darwin_clim	DOC_darwin_clim	DON_darwin_clim	DOP_darwin_clim	DOFe_darwin_clim	POC_darwin_clim	PON_darwin_clim	POP_darwin_clim	POSi_darwin_clim	POFe_darwin_clim	PIC_darwin_clim	ALK_darwin_clim	O2_darwin_clim	CDOM_darwin_clim	prokaryote_c01_darwin_clim	prokaryote_c02_darwin_clim	picoeukaryote_c03_darwin_clim	picoeukaryote_c04_darwin_clim	cocco_c05_darwin_clim	cocco_c06_darwin_clim	cocco_c07_darwin_clim	cocco_c08_darwin_clim	cocco_c09_darwin_clim	diazotroph_c10_darwin_clim	diazotroph_c11_darwin_clim	diazotroph_c12_darwin_clim	diazotroph_c13_darwin_clim	diazotroph_c14_darwin_clim	diatom_c15_darwin_clim	diatom_c16_darwin_clim	diatom_c17_darwin_clim	diatom_c18_darwin_clim	diatom_c19_darwin_clim	diatom_c20_darwin_clim	diatom_c21_darwin_clim	diatom_c22_darwin_clim	diatom_c23_darwin_clim	diatom_c24_darwin_clim	diatom_c25_darwin_clim	dinoflagellate_c26_darwin_clim	dinoflagellate_c27_darwin_clim	dinoflagellate_c28_darwin_clim	dinoflagellate_c29_darwin_clim	dinoflagellate_c30_darwin_clim	dinoflagellate_c31_darwin_clim	dinoflagellate_c32_darwin_clim	dinoflagellate_c33_darwin_clim	dinoflagellate_c34_darwin_clim	dinoflagellate_c35_darwin_clim	zooplankton_c36_darwin_clim	zooplankton_c37_darwin_clim	zooplankton_c38_darwin_clim	zooplankton_c39_darwin_clim	zooplankton_c40_darwin_clim	zooplankton_c41_darwin_clim	zooplankton_c42_darwin_clim	zooplankton_c43_darwin_clim	zooplankton_c44_darwin_clim	zooplankton_c45_darwin_clim	zooplankton_c46_darwin_clim	zooplankton_c47_darwin_clim	zooplankton_c48_darwin_clim	zooplankton_c49_darwin_clim	zooplankton_c50_darwin_clim	zooplankton_c51_darwin_clim	chl01_darwin_clim	chl02_darwin_clim	chl03_darwin_clim	chl04_darwin_clim	chl05_darwin_clim	chl06_darwin_clim	chl07_darwin_clim	chl08_darwin_clim	chl09_darwin_clim	chl10_darwin_clim	chl11_darwin_clim	chl12_darwin_clim	chl13_darwin_clim	chl14_darwin_clim	chl15_darwin_clim	chl16_darwin_clim	chl17_darwin_clim	chl18_darwin_clim	chl19_darwin_clim	chl20_darwin_clim	chl21_darwin_clim	chl22_darwin_clim	chl23_darwin_clim	chl24_darwin_clim	chl25_darwin_clim	chl26_darwin_clim	chl27_darwin_clim	chl28_darwin_clim	chl29_darwin_clim	chl30_darwin_clim	chl31_darwin_clim	chl32_darwin_clim	chl33_darwin_clim	chl34_darwin_clim	chl35_darwin_clim
TARA_A100000539	ERS488447	SAMEA2619746	ERR1726929	ERX1796871	PRJEB4352	TARA_022	39.729	17.4	5	2009-11-16	39.75	17.25	5	2009-11-16	1943.0521	0.38910547	0.5203296	12.703341	2.1119365e-4	0.018553527	0.0010526347	0.28598994	0.04069317	0.0023832496	2.6811672e-6	0.0058661285	8.6196914e-4	4.8884405e-5	3.7638404e-6	5.851573e-8	1.9481227e-5	2214.2969	244.53674	1.5794518e-5	0.04840121	0.02075917	0.0050419634	3.4839986e-4	7.864791e-5	5.6051376e-6	-8.927546e-6	-6.737161e-6	-1.9802321e-6	0.0046840976	2.2559504e-4	1.5535938e-6	5.6305898e-9	3.79382e-9	8.143978e-5	-2.0834425e-5	-5.6849465e-5	-3.054321e-5	-2.4953037e-8	-4.8401194e-9	-6.5320522e-9	-1.5876754e-10	-5.8731915e-11	-3.766448e-12	-5.944919e-16	-5.958888e-6	-2.139007e-6	-4.2945632e-7	-1.2156416e-7	-1.4088495e-6	-5.412265e-7	-5.3416755e-8	-3.691398e-8	-2.4820683e-9	-1.09656464e-10	0.004566671	0.0010101636	4.0517378e-5	1.3608516e-5	2.4462292e-5	7.123652e-6	7.7747485e-5	1.6243886e-5	1.1501755e-6	6.333594e-7	9.602537e-7	5.3200539999999995e-07	5.379614e-7	4.3044852e-7	3.5645588e-8	6.6085137e-9	0.0044084988	0.0016948315	3.2740185e-4	1.8920531e-5	4.535106e-6	-5.019376e-8	-1.7266976e-6	-1.1976753e-6	-3.09619e-7	3.1318874e-4	1.2061759e-5	5.7089615e-8	2.143631e-10	1.4325947e-10	7.0233673e-6	-5.711095e-6	-1.355805e-5	-8.063337e-6	-9.96402e-9	-1.6362687e-9	-2.3679294e-9	-4.962938e-11	-1.6511969e-11	-8.6176736e-13	-1.757201e-16	-1.1305416e-6	-4.005444e-7	-9.186772e-8	-2.5001393e-8	-2.4646894e-7	-1.1633775e-7	-1.4918095e-8	-9.426962e-9	-4.2152543e-10	-1.9134135e-11
TARA_A100000538	ERS488453	SAMEA2657062	ERR1726546	ERX1796953	PRJEB4352	TARA_022	39.729	17.4	5	2009-11-16	39.75	17.25	5	2009-11-16	1943.0521	0.38910547	0.5203296	12.703341	2.1119365e-4	0.018553527	0.0010526347	0.28598994	0.04069317	0.0023832496	2.6811672e-6	0.0058661285	8.6196914e-4	4.8884405e-5	3.7638404e-6	5.851573e-8	1.9481227e-5	2214.2969	244.53674	1.5794518e-5	0.04840121	0.02075917	0.0050419634	3.4839986e-4	7.864791e-5	5.6051376e-6	-8.927546e-6	-6.737161e-6	-1.9802321e-6	0.0046840976	2.2559504e-4	1.5535938e-6	5.6305898e-9	3.79382e-9	8.143978e-5	-2.0834425e-5	-5.6849465e-5	-3.054321e-5	-2.4953037e-8	-4.8401194e-9	-6.5320522e-9	-1.5876754e-10	-5.8731915e-11	-3.766448e-12	-5.944919e-16	-5.958888e-6	-2.139007e-6	-4.2945632e-7	-1.2156416e-7	-1.4088495e-6	-5.412265e-7	-5.3416755e-8	-3.691398e-8	-2.4820683e-9	-1.09656464e-10	0.004566671	0.0010101636	4.0517378e-5	1.3608516e-5	2.4462292e-5	7.123652e-6	7.7747485e-5	1.6243886e-5	1.1501755e-6	6.333594e-7	9.602537e-7	5.3200539999999995e-07	5.379614e-7	4.3044852e-7	3.5645588e-8	6.6085137e-9	0.0044084988	0.0016948315	3.2740185e-4	1.8920531e-5	4.535106e-6	-5.019376e-8	-1.7266976e-6	-1.1976753e-6	-3.09619e-7	3.1318874e-4	1.2061759e-5	5.7089615e-8	2.143631e-10	1.4325947e-10	7.0233673e-6	-5.711095e-6	-1.355805e-5	-8.063337e-6	-9.96402e-9	-1.6362687e-9	-2.3679294e-9	-4.962938e-11	-1.6511969e-11	-8.6176736e-13	-1.757201e-16	-1.1305416e-6	-4.005444e-7	-9.186772e-8	-2.5001393e-8	-2.4646894e-7	-1.1633775e-7	-1.4918095e-8	-9.426962e-9	-4.2152543e-10	-1.9134135e-11
TARA_A100000538	ERS488453	SAMEA2657062	ERR1726613	ERX1796608	PRJEB4352	TARA_022	39.729	17.4	5	2009-11-16	39.75	17.25	5	2009-11-16	1943.0521	0.38910547	0.5203296	12.703341	2.1119365e-4	0.018553527	0.0010526347	0.28598994	0.04069317	0.0023832496	2.6811672e-6	0.0058661285	8.6196914e-4	4.8884405e-5	3.7638404e-6	5.851573e-8	1.9481227e-5	2214.2969	244.53674	1.5794518e-5	0.04840121	0.02075917	0.0050419634	3.4839986e-4	7.864791e-5	5.6051376e-6	-8.927546e-6	-6.737161e-6	-1.9802321e-6	0.0046840976	2.2559504e-4	1.5535938e-6	5.6305898e-9	3.79382e-9	8.143978e-5	-2.0834425e-5	-5.6849465e-5	-3.054321e-5	-2.4953037e-8	-4.8401194e-9	-6.5320522e-9	-1.5876754e-10	-5.8731915e-11	-3.766448e-12	-5.944919e-16	-5.958888e-6	-2.139007e-6	-4.2945632e-7	-1.2156416e-7	-1.4088495e-6	-5.412265e-7	-5.3416755e-8	-3.691398e-8	-2.4820683e-9	-1.09656464e-10	0.004566671	0.0010101636	4.0517378e-5	1.3608516e-5	2.4462292e-5	7.123652e-6	7.7747485e-5	1.6243886e-5	1.1501755e-6	6.333594e-7	9.602537e-7	5.3200539999999995e-07	5.379614e-7	4.3044852e-7	3.5645588e-8	6.6085137e-9	0.0044084988	0.0016948315	3.2740185e-4	1.8920531e-5	4.535106e-6	-5.019376e-8	-1.7266976e-6	-1.1976753e-6	-3.09619e-7	3.1318874e-4	1.2061759e-5	5.7089615e-8	2.143631e-10	1.4325947e-10	7.0233673e-6	-5.711095e-6	-1.355805e-5	-8.063337e-6	-9.96402e-9	-1.6362687e-9	-2.3679294e-9	-4.962938e-11	-1.6511969e-11	-8.6176736e-13	-1.757201e-16	-1.1305416e-6	-4.005444e-7	-9.186772e-8	-2.5001393e-8	-2.4646894e-7	-1.1633775e-7	-1.4918095e-8	-9.426962e-9	-4.2152543e-10	-1.9134135e-11
TARA_A100000536	ERS488468	SAMEA2731167	ERR1726810	ERX1796670	PRJEB4352	TARA_022	39.729	17.4	5	2009-11-16	39.75	17.25	5	2009-11-16	1943.0521	0.38910547	0.5203296	12.703341	2.1119365e-4	0.018553527	0.0010526347	0.28598994	0.04069317	0.0023832496	2.6811672e-6	0.0058661285	8.6196914e-4	4.8884405e-5	3.7638404e-6	5.851573e-8	1.9481227e-5	2214.2969	244.53674	1.5794518e-5	0.04840121	0.02075917	0.0050419634	3.4839986e-4	7.864791e-5	5.6051376e-6	-8.927546e-6	-6.737161e-6	-1.9802321e-6	0.0046840976	2.2559504e-4	1.5535938e-6	5.6305898e-9	3.79382e-9	8.143978e-5	-2.0834425e-5	-5.6849465e-5	-3.054321e-5	-2.4953037e-8	-4.8401194e-9	-6.5320522e-9	-1.5876754e-10	-5.8731915e-11	-3.766448e-12	-5.944919e-16	-5.958888e-6	-2.139007e-6	-4.2945632e-7	-1.2156416e-7	-1.4088495e-6	-5.412265e-7	-5.3416755e-8	-3.691398e-8	-2.4820683e-9	-1.09656464e-10	0.004566671	0.0010101636	4.0517378e-5	1.3608516e-5	2.4462292e-5	7.123652e-6	7.7747485e-5	1.6243886e-5	1.1501755e-6	6.333594e-7	9.602537e-7	5.3200539999999995e-07	5.379614e-7	4.3044852e-7	3.5645588e-8	6.6085137e-9	0.0044084988	0.0016948315	3.2740185e-4	1.8920531e-5	4.535106e-6	-5.019376e-8	-1.7266976e-6	-1.1976753e-6	-3.09619e-7	3.1318874e-4	1.2061759e-5	5.7089615e-8	2.143631e-10	1.4325947e-10	7.0233673e-6	-5.711095e-6	-1.355805e-5	-8.063337e-6	-9.96402e-9	-1.6362687e-9	-2.3679294e-9	-4.962938e-11	-1.6511969e-11	-8.6176736e-13	-1.757201e-16	-1.1305416e-6	-4.005444e-7	-9.186772e-8	-2.5001393e-8	-2.4646894e-7	-1.1633775e-7	-1.4918095e-8	-9.426962e-9	-4.2152543e-10	-1.9134135e-11
TARA_A100000536	ERS488468	SAMEA2731167	ERR1726802	ERX1796833	PRJEB4352	TARA_022	39.729	17.4	5	2009-11-16	39.75	17.25	5	2009-11-16	1943.0521	0.38910547	0.5203296	12.703341	2.1119365e-4	0.018553527	0.0010526347	0.28598994	0.04069317	0.0023832496	2.6811672e-6	0.0058661285	8.6196914e-4	4.8884405e-5	3.7638404e-6	5.851573e-8	1.9481227e-5	2214.2969	244.53674	1.5794518e-5	0.04840121	0.02075917	0.0050419634	3.4839986e-4	7.864791e-5	5.6051376e-6	-8.927546e-6	-6.737161e-6	-1.9802321e-6	0.0046840976	2.2559504e-4	1.5535938e-6	5.6305898e-9	3.79382e-9	8.143978e-5	-2.0834425e-5	-5.6849465e-5	-3.054321e-5	-2.4953037e-8	-4.8401194e-9	-6.5320522e-9	-1.5876754e-10	-5.8731915e-11	-3.766448e-12	-5.944919e-16	-5.958888e-6	-2.139007e-6	-4.2945632e-7	-1.2156416e-7	-1.4088495e-6	-5.412265e-7	-5.3416755e-8	-3.691398e-8	-2.4820683e-9	-1.09656464e-10	0.004566671	0.0010101636	4.0517378e-5	1.3608516e-5	2.4462292e-5	7.123652e-6	7.7747485e-5	1.6243886e-5	1.1501755e-6	6.333594e-7	9.602537e-7	5.3200539999999995e-07	5.379614e-7	4.3044852e-7	3.5645588e-8	6.6085137e-9	0.0044084988	0.0016948315	3.2740185e-4	1.8920531e-5	4.535106e-6	-5.019376e-8	-1.7266976e-6	-1.1976753e-6	-3.09619e-7	3.1318874e-4	1.2061759e-5	5.7089615e-8	2.143631e-10	1.4325947e-10	7.0233673e-6	-5.711095e-6	-1.355805e-5	-8.063337e-6	-9.96402e-9	-1.6362687e-9	-2.3679294e-9	-4.962938e-11	-1.6511969e-11	-8.6176736e-13	-1.757201e-16	-1.1305416e-6	-4.005444e-7	-9.186772e-8	-2.5001393e-8	-2.4646894e-7	-1.1633775e-7	-1.4918095e-8	-9.426962e-9	-4.2152543e-10	-1.9134135e-11
TARA_A100000534	ERS488446	SAMEA2619745	ERR868403	ERX948113	PRJEB4352	TARA_022	39.729	17.4	5	2009-11-16	39.75	17.25	5	2009-11-16	1943.0521	0.38910547	0.5203296	12.703341	2.1119365e-4	0.018553527	0.0010526347	0.28598994	0.04069317	0.0023832496	2.6811672e-6	0.0058661285	8.6196914e-4	4.8884405e-5	3.7638404e-6	5.851573e-8	1.9481227e-5	2214.2969	244.53674	1.5794518e-5	0.04840121	0.02075917	0.0050419634	3.4839986e-4	7.864791e-5	5.6051376e-6	-8.927546e-6	-6.737161e-6	-1.9802321e-6	0.0046840976	2.2559504e-4	1.5535938e-6	5.6305898e-9	3.79382e-9	8.143978e-5	-2.0834425e-5	-5.6849465e-5	-3.054321e-5	-2.4953037e-8	-4.8401194e-9	-6.5320522e-9	-1.5876754e-10	-5.8731915e-11	-3.766448e-12	-5.944919e-16	-5.958888e-6	-2.139007e-6	-4.2945632e-7	-1.2156416e-7	-1.4088495e-6	-5.412265e-7	-5.3416755e-8	-3.691398e-8	-2.4820683e-9	-1.09656464e-10	0.004566671	0.0010101636	4.0517378e-5	1.3608516e-5	2.4462292e-5	7.123652e-6	7.7747485e-5	1.6243886e-5	1.1501755e-6	6.333594e-7	9.602537e-7	5.3200539999999995e-07	5.379614e-7	4.3044852e-7	3.5645588e-8	6.6085137e-9	0.0044084988	0.0016948315	3.2740185e-4	1.8920531e-5	4.535106e-6	-5.019376e-8	-1.7266976e-6	-1.1976753e-6	-3.09619e-7	3.1318874e-4	1.2061759e-5	5.7089615e-8	2.143631e-10	1.4325947e-10	7.0233673e-6	-5.711095e-6	-1.355805e-5	-8.063337e-6	-9.96402e-9	-1.6362687e-9	-2.3679294e-9	-4.962938e-11	-1.6511969e-11	-8.6176736e-13	-1.757201e-16	-1.1305416e-6	-4.005444e-7	-9.186772e-8	-2.5001393e-8	-2.4646894e-7	-1.1633775e-7	-1.4918095e-8	-9.426962e-9	-4.2152543e-10	-1.9134135e-11
TARA_S200002703	ERS488448	SAMEA2619747	ERR594378	ERX552350	PRJEB4419	TARA_022	39.729	17.4	5	2009-11-16	39.75	17.25	5	2009-11-16	1943.0521	0.38910547	0.5203296	12.703341	2.1119365e-4	0.018553527	0.0010526347	0.28598994	0.04069317	0.0023832496	2.6811672e-6	0.0058661285	8.6196914e-4	4.8884405e-5	3.7638404e-6	5.851573e-8	1.9481227e-5	2214.2969	244.53674	1.5794518e-5	0.04840121	0.02075917	0.0050419634	3.4839986e-4	7.864791e-5	5.6051376e-6	-8.927546e-6	-6.737161e-6	-1.9802321e-6	0.0046840976	2.2559504e-4	1.5535938e-6	5.6305898e-9	3.79382e-9	8.143978e-5	-2.0834425e-5	-5.6849465e-5	-3.054321e-5	-2.4953037e-8	-4.8401194e-9	-6.5320522e-9	-1.5876754e-10	-5.8731915e-11	-3.766448e-12	-5.944919e-16	-5.958888e-6	-2.139007e-6	-4.2945632e-7	-1.2156416e-7	-1.4088495e-6	-5.412265e-7	-5.3416755e-8	-3.691398e-8	-2.4820683e-9	-1.09656464e-10	0.004566671	0.0010101636	4.0517378e-5	1.3608516e-5	2.4462292e-5	7.123652e-6	7.7747485e-5	1.6243886e-5	1.1501755e-6	6.333594e-7	9.602537e-7	5.3200539999999995e-07	5.379614e-7	4.3044852e-7	3.5645588e-8	6.6085137e-9	0.0044084988	0.0016948315	3.2740185e-4	1.8920531e-5	4.535106e-6	-5.019376e-8	-1.7266976e-6	-1.1976753e-6	-3.09619e-7	3.1318874e-4	1.2061759e-5	5.7089615e-8	2.143631e-10	1.4325947e-10	7.0233673e-6	-5.711095e-6	-1.355805e-5	-8.063337e-6	-9.96402e-9	-1.6362687e-9	-2.3679294e-9	-4.962938e-11	-1.6511969e-11	-8.6176736e-13	-1.757201e-16	-1.1305416e-6	-4.005444e-7	-9.186772e-8	-2.5001393e-8	-2.4646894e-7	-1.1633775e-7	-1.4918095e-8	-9.426962e-9	-4.2152543e-10	-1.9134135e-11
TARA_S200002703	ERS488448	SAMEA2619747	ERR594406	ERX552330	PRJEB4419	TARA_022	39.729	17.4	5	2009-11-16	39.75	17.25	5	2009-11-16	1943.0521	0.38910547	0.5203296	12.703341	2.1119365e-4	0.018553527	0.0010526347	0.28598994	0.04069317	0.0023832496	2.6811672e-6	0.0058661285	8.6196914e-4	4.8884405e-5	3.7638404e-6	5.851573e-8	1.9481227e-5	2214.2969	244.53674	1.5794518e-5	0.04840121	0.02075917	0.0050419634	3.4839986e-4	7.864791e-5	5.6051376e-6	-8.927546e-6	-6.737161e-6	-1.9802321e-6	0.0046840976	2.2559504e-4	1.5535938e-6	5.6305898e-9	3.79382e-9	8.143978e-5	-2.0834425e-5	-5.6849465e-5	-3.054321e-5	-2.4953037e-8	-4.8401194e-9	-6.5320522e-9	-1.5876754e-10	-5.8731915e-11	-3.766448e-12	-5.944919e-16	-5.958888e-6	-2.139007e-6	-4.2945632e-7	-1.2156416e-7	-1.4088495e-6	-5.412265e-7	-5.3416755e-8	-3.691398e-8	-2.4820683e-9	-1.09656464e-10	0.004566671	0.0010101636	4.0517378e-5	1.3608516e-5	2.4462292e-5	7.123652e-6	7.7747485e-5	1.6243886e-5	1.1501755e-6	6.333594e-7	9.602537e-7	5.3200539999999995e-07	5.379614e-7	4.3044852e-7	3.5645588e-8	6.6085137e-9	0.0044084988	0.0016948315	3.2740185e-4	1.8920531e-5	4.535106e-6	-5.019376e-8	-1.7266976e-6	-1.1976753e-6	-3.09619e-7	3.1318874e-4	1.2061759e-5	5.7089615e-8	2.143631e-10	1.4325947e-10	7.0233673e-6	-5.711095e-6	-1.355805e-5	-8.063337e-6	-9.96402e-9	-1.6362687e-9	-2.3679294e-9	-4.962938e-11	-1.6511969e-11	-8.6176736e-13	-1.757201e-16	-1.1305416e-6	-4.005444e-7	-9.186772e-8	-2.5001393e-8	-2.4646894e-7	-1.1633775e-7	-1.4918095e-8	-9.426962e-9	-4.2152543e-10	-1.9134135e-11
TARA_A100000696	ERS488461	SAMEA2619755	ERR1726715	ERX1796880	PRJEB4352	TARA_022	39.729	17.4	30	2009-11-16	39.75	17.25	25	2009-11-16	1943.054	0.3884656	0.52018887	12.702641	2.1180695e-4	0.018560756	0.0010523793	0.28570455	0.040645592	0.0023808712	2.67771e-6	0.006181819	9.0840354e-4	5.1515155e-5	3.97598e-6	6.167027e-8	2.1151944e-5	2214.339	244.47446	1.5850263e-5	0.04834917	0.020734856	0.0050307447	3.4597638e-4	7.86252e-5	5.6164463e-6	-8.9285895e-6	-6.7370843e-6	-1.9797626e-6	0.0046727573	2.234731e-4	1.5188728e-6	5.286915e-9	3.740371e-9	8.156974e-5	-2.0819614e-5	-5.6859073e-5	-3.0552357e-5	-2.4952962e-8	-4.8374114e-9	-6.52682e-9	-1.583699e-10	-5.854445e-11	-3.754342e-12	-5.928532e-16	-5.964728e-6	-2.1402539e-6	-4.2933993e-7	-1.2152528e-7	-1.4085689e-6	-5.406976e-7	-5.3362758e-8	-3.6885464e-8	-2.4812215e-9	-1.0949293e-10	0.0045463033	0.001001414	3.964279e-5	1.3275584e-5	2.3989442e-5	6.9598045e-6	7.6049844e-5	1.5758762e-5	1.115742e-6	6.2092005e-7	9.373222e-7	5.252704e-7	5.300943e-7	4.2883912e-7	3.56499e-8	6.609289e-9	0.0044321073	0.001709542	3.2938982e-4	1.8954648e-5	4.5554248e-6	-4.7588124e-8	-1.7268105e-6	-1.1976858e-6	-3.0954462e-7	3.1585057e-4	1.2117681e-5	5.6839305e-8	2.0829832e-10	1.4269902e-10	7.046112e-6	-5.709564e-6	-1.3560584e-5	-8.065841e-6	-9.962084e-9	-1.6352892e-9	-2.3658933e-9	-4.9503967e-11	-1.645903e-11	-8.5890664e-13	-1.7522232000000002e-16	-1.1310902e-6	-4.007673e-7	-9.1842374e-8	-2.499449e-8	-2.464048e-7	-1.16234716e-7	-1.4906059e-8	-9.419712e-9	-4.2139017e-10	-1.9105826e-11
TARA_A100000698	ERS488460	SAMEA2619754	ERR868496	ERX948027	PRJEB4352	TARA_022	39.729	17.4	30	2009-11-16	39.75	17.25	25	2009-11-16	1943.054	0.3884656	0.52018887	12.702641	2.1180695e-4	0.018560756	0.0010523793	0.28570455	0.040645592	0.0023808712	2.67771e-6	0.006181819	9.0840354e-4	5.1515155e-5	3.97598e-6	6.167027e-8	2.1151944e-5	2214.339	244.47446	1.5850263e-5	0.04834917	0.020734856	0.0050307447	3.4597638e-4	7.86252e-5	5.6164463e-6	-8.9285895e-6	-6.7370843e-6	-1.9797626e-6	0.0046727573	2.234731e-4	1.5188728e-6	5.286915e-9	3.740371e-9	8.156974e-5	-2.0819614e-5	-5.6859073e-5	-3.0552357e-5	-2.4952962e-8	-4.8374114e-9	-6.52682e-9	-1.583699e-10	-5.854445e-11	-3.754342e-12	-5.928532e-16	-5.964728e-6	-2.1402539e-6	-4.2933993e-7	-1.2152528e-7	-1.4085689e-6	-5.406976e-7	-5.3362758e-8	-3.6885464e-8	-2.4812215e-9	-1.0949293e-10	0.0045463033	0.001001414	3.964279e-5	1.3275584e-5	2.3989442e-5	6.9598045e-6	7.6049844e-5	1.5758762e-5	1.115742e-6	6.2092005e-7	9.373222e-7	5.252704e-7	5.300943e-7	4.2883912e-7	3.56499e-8	6.609289e-9	0.0044321073	0.001709542	3.2938982e-4	1.8954648e-5	4.5554248e-6	-4.7588124e-8	-1.7268105e-6	-1.1976858e-6	-3.0954462e-7	3.1585057e-4	1.2117681e-5	5.6839305e-8	2.0829832e-10	1.4269902e-10	7.046112e-6	-5.709564e-6	-1.3560584e-5	-8.065841e-6	-9.962084e-9	-1.6352892e-9	-2.3658933e-9	-4.9503967e-11	-1.645903e-11	-8.5890664e-13	-1.7522232000000002e-16	-1.1310902e-6	-4.007673e-7	-9.1842374e-8	-2.499449e-8	-2.464048e-7	-1.16234716e-7	-1.4906059e-8	-9.419712e-9	-4.2139017e-10	-1.9105826e-11
TARA_A100000695	ERS488464	SAMEA2657048	ERR1726743	ERX1796843	PRJEB4352	TARA_022	39.729	17.4	60	2009-11-16	39.75	17.25	55	2009-11-16	1943.1539	0.38638234	0.5197597	12.7005415	2.1404124e-4	0.018581519	0.0010523663	0.2849145	0.04051506	0.0023742875	2.6683058e-6	0.0062907157	9.2447747e-4	5.242263e-5	4.068949e-6	6.2765466e-8	2.1695718e-5	2214.472	244.46681	1.5994605e-5	0.04816643	0.020638308	0.0049963407	3.3990073e-4	7.912395e-5	5.675577e-6	-8.928468e-6	-6.7343367e-6	-1.9770687e-6	0.0046324357	2.1763913e-4	1.428045e-6	4.3856883e-9	3.6412973e-9	8.272511e-5	-2.072461e-5	-5.6890214e-5	-3.0581727e-5	-2.4954328e-8	-4.8302704e-9	-6.5120385e-9	-1.5728746e-10	-5.803662e-11	-3.721565e-12	-5.884048300000001e-16	-5.980328e-6	-2.1437438e-6	-4.2867953e-7	-1.2133448e-7	-1.4073031e-6	-5.3934895e-7	-5.3212744e-8	-3.680547e-8	-2.4787803e-9	-1.0904918e-10	0.0044839405	9.765927e-4	3.7487545e-5	1.2478401e-5	2.2860413e-5	6.5654704e-6	7.178263e-5	1.46264665e-5	1.0371248e-6	5.920125e-7	8.8307877e-7	5.0902463e-7	5.1334007e-7	4.2501165e-7	3.563061e-8	6.605572e-9	0.0044890405	0.0017446661	3.3644182e-4	1.9306573e-5	4.664748e-6	-3.7969823e-8	-1.7271236e-6	-1.1973045e-6	-3.0912315e-7	3.233155e-4	1.2337681e-5	5.670054e-8	1.9877221e-10	1.4388947e-10	7.2176226e-6	-5.6998297e-6	-1.3569488e-5	-8.073842e-6	-9.957096e-9	-1.6326998e-9	-2.3601556e-9	-4.916243e-11	-1.6315622e-11	-8.511621e-13	-1.738714e-16	-1.132792e-6	-4.0143797e-7	-9.1710156e-8	-2.4960649e-8	-2.4614727e-7	-1.159729e-7	-1.4871965e-8	-9.399408e-9	-4.209982e-10	-1.9029002e-11
TARA_A100000695	ERS488464	SAMEA2657048	ERR1726836	ERX1796882	PRJEB4352	TARA_022	39.729	17.4	60	2009-11-16	39.75	17.25	55	2009-11-16	1943.1539	0.38638234	0.5197597	12.7005415	2.1404124e-4	0.018581519	0.0010523663	0.2849145	0.04051506	0.0023742875	2.6683058e-6	0.0062907157	9.2447747e-4	5.242263e-5	4.068949e-6	6.2765466e-8	2.1695718e-5	2214.472	244.46681	1.5994605e-5	0.04816643	0.020638308	0.0049963407	3.3990073e-4	7.912395e-5	5.675577e-6	-8.928468e-6	-6.7343367e-6	-1.9770687e-6	0.0046324357	2.1763913e-4	1.428045e-6	4.3856883e-9	3.6412973e-9	8.272511e-5	-2.072461e-5	-5.6890214e-5	-3.0581727e-5	-2.4954328e-8	-4.8302704e-9	-6.5120385e-9	-1.5728746e-10	-5.803662e-11	-3.721565e-12	-5.884048300000001e-16	-5.980328e-6	-2.1437438e-6	-4.2867953e-7	-1.2133448e-7	-1.4073031e-6	-5.3934895e-7	-5.3212744e-8	-3.680547e-8	-2.4787803e-9	-1.0904918e-10	0.0044839405	9.765927e-4	3.7487545e-5	1.2478401e-5	2.2860413e-5	6.5654704e-6	7.178263e-5	1.46264665e-5	1.0371248e-6	5.920125e-7	8.8307877e-7	5.0902463e-7	5.1334007e-7	4.2501165e-7	3.563061e-8	6.605572e-9	0.0044890405	0.0017446661	3.3644182e-4	1.9306573e-5	4.664748e-6	-3.7969823e-8	-1.7271236e-6	-1.1973045e-6	-3.0912315e-7	3.233155e-4	1.2337681e-5	5.670054e-8	1.9877221e-10	1.4388947e-10	7.2176226e-6	-5.6998297e-6	-1.3569488e-5	-8.073842e-6	-9.957096e-9	-1.6326998e-9	-2.3601556e-9	-4.916243e-11	-1.6315622e-11	-8.511621e-13	-1.738714e-16	-1.132792e-6	-4.0143797e-7	-9.1710156e-8	-2.4960649e-8	-2.4614727e-7	-1.159729e-7	-1.4871965e-8	-9.399408e-9	-4.209982e-10	-1.9029002e-11
