tara_barcode_num	sra_acc_num	sra_biosample_acc_num	sra_run_acc_num	sra_exp_acc_num	sra_study_acc_num	tara_station	latitude	longitude	depth	date_time	lat_dw	lon_dw	depth_dw	time_dw	dist_diff_km	depth_diff_m	time_diff_hr	fe_dw3d	po4_dw3d	no3_dw3d	sio2_dw3d	do2_dw3d	phytoplankton_diversity_shannon_index	phytoplankton	zooplankton	chla_dw3d	nppv_dw3d	irradiance_reflectance_waveband_3	irradiance_reflectance_waveband_7	diatom	coccolithophore	mixotrophic_dinoflagellate	picoeukaryote	picoprokaryote
TARA_X000000525	ERS487994	SAMEA2730824	ERR1726936	ERX1796710	PRJEB4352	TARA_005	36.03	-4.405	68	2009-09-20	36.25	-4.25	65	2009-09-20T00:00:00Z	28.17694846058984	3	0	9.4838178483769e-4	0.11239559948444366	12.186588287353516	0.2832840383052826	248.95941162109375	2.9779906272888184	1.4097158908843994	1.3087899684906006	0.23931775987148285	3.2139487871063466e-7	0.05705496296286583	0.00988003797829151	0.23025929927825928	0.42298492789268494	0.37184861302375793	0.14942622184753418	0.1849524825811386
TARA_X000000567	ERS488005	SAMEA2619456	ERR868373	ERX947972	PRJEB4352	TARA_005	36.03	-4.405	68	2009-09-20	36.25	-4.25	65	2009-09-20T00:00:00Z	28.17694846058984	3	0	9.4838178483769e-4	0.11239559948444366	12.186588287353516	0.2832840383052826	248.95941162109375	2.9779906272888184	1.4097158908843994	1.3087899684906006	0.23931775987148285	3.2139487871063466e-7	0.05705496296286583	0.00988003797829151	0.23025929927825928	0.42298492789268494	0.37184861302375793	0.14942622184753418	0.1849524825811386
TARA_X000000655	ERS488033	SAMEA2730531	ERR1726887	ERX1796647	PRJEB4352	TARA_006	36.529	-4.251	9	2009-09-21	36.75	-4.25	5	2009-09-20T00:00:00Z	24.6017696219309	4	1	0.00100852875038981	0.00442485651001334	12.409774780273438	0.02321883663535118	236.46957397460935	2.65543270111084	1.2386329174041748	1.4631943702697754	0.10309554636478424	1.31876208797e-6	0.05131985992193222	0.01139699481427669	0.06507710367441177	0.22413653135299683	0.1277630776166916	0.22704188525676727	0.3662507534027099
TARA_X000000659	ERS488029	SAMEA2730491	ERR1726612	ERX1796564	PRJEB4352	TARA_006	36.529	-4.251	9	2009-09-21	36.75	-4.25	5	2009-09-20T00:00:00Z	24.6017696219309	4	1	0.00100852875038981	0.00442485651001334	12.409774780273438	0.02321883663535118	236.46957397460935	2.65543270111084	1.2386329174041748	1.4631943702697754	0.10309554636478424	1.31876208797e-6	0.05131985992193222	0.01139699481427669	0.06507710367441177	0.22413653135299683	0.1277630776166916	0.22704188525676727	0.3662507534027099
TARA_X000000609	ERS488021	SAMEA2619468	ERR868389	ERX948076	PRJEB4352	TARA_006	36.529	-4.251	9	2009-09-21	36.75	-4.25	5	2009-09-20T00:00:00Z	24.6017696219309	4	1	0.00100852875038981	0.00442485651001334	12.409774780273438	0.02321883663535118	236.46957397460935	2.65543270111084	1.2386329174041748	1.4631943702697754	0.10309554636478424	1.31876208797e-6	0.05131985992193222	0.01139699481427669	0.06507710367441177	0.22413653135299683	0.1277630776166916	0.22704188525676727	0.3662507534027099
TARA_X000000610	ERS488022	SAMEA2619469	ERR4691723	ERX4612832	PRJEB4352	TARA_006	36.529	-4.251	9	2009-09-21	36.75	-4.25	5	2009-09-20T00:00:00Z	24.6017696219309	4	1	0.00100852875038981	0.00442485651001334	12.409774780273438	0.02321883663535118	236.46957397460935	2.65543270111084	1.2386329174041748	1.4631943702697754	0.10309554636478424	1.31876208797e-6	0.05131985992193222	0.01139699481427669	0.06507710367441177	0.22413653135299683	0.1277630776166916	0.22704188525676727	0.3662507534027099
TARA_X000000608	ERS488020	SAMEA2619467	ERR868431	ERX948016	PRJEB4352	TARA_006	36.529	-4.251	9	2009-09-21	36.75	-4.25	5	2009-09-20T00:00:00Z	24.6017696219309	4	1	0.00100852875038981	0.00442485651001334	12.409774780273438	0.02321883663535118	236.46957397460935	2.65543270111084	1.2386329174041748	1.4631943702697754	0.10309554636478424	1.31876208797e-6	0.05131985992193222	0.01139699481427669	0.06507710367441177	0.22413653135299683	0.1277630776166916	0.22704188525676727	0.3662507534027099
TARA_X000000604	ERS488017	SAMEA2619464	ERR164413	ERX140302	PRJEB1788	TARA_006	36.529	-4.251	9	2009-09-21	36.75	-4.25	5	2009-09-20T00:00:00Z	24.6017696219309	4	1	0.00100852875038981	0.00442485651001334	12.409774780273438	0.02321883663535118	236.46957397460935	2.65543270111084	1.2386329174041748	1.4631943702697754	0.10309554636478424	1.31876208797e-6	0.05131985992193222	0.01139699481427669	0.06507710367441177	0.22413653135299683	0.1277630776166916	0.22704188525676727	0.3662507534027099
TARA_X000000706	ERS488048	SAMEA2619486	ERR868448	ERX948069	PRJEB4352	TARA_006	36.529	-4.251	35	2009-09-21	36.75	-4.25	35	2009-09-20T00:00:00Z	24.6017696219309	0	1	9.5818954287096e-4	0.14023028314113617	12.506681442260742	0.4211966395378113	246.46707153320312	2.969306707382202	1.9657161235809328	0.917120397090912	0.2981679439544678	1.31876208797e-6	0.05131985992193222	0.01139699481427669	0.4054524898529053	0.599066436290741	0.467266708612442	0.19844846427440643	0.22455565631389615
TARA_A200000120	ERS327852	SAMEA2189665	ERR315673	ERX288843	PRJEB4352	TARA_007	37.031	1.948	9	2009-09-23	37.25	1.75	5	2009-09-23T00:00:00Z	30.050794135029577	4	0	0.0010526516707614	5.4449791787192e-4	12.441644668579102	0.00440401816740632	219.16110229492188	1.8840512037277224	0.59714275598526	1.2461581230163574	0.03719036653637886	5.558363014301904e-8	0.06110280007123947	0.00919572822749614	7.3293829336762e-4	0.02152149192988872	0.00363249448128044	0.1274486780166626	0.26590976119041443
TARA_A200000120	ERS327852	SAMEA2189665	ERR315675	ERX288838	PRJEB4352	TARA_007	37.031	1.948	9	2009-09-23	37.25	1.75	5	2009-09-23T00:00:00Z	30.050794135029577	4	0	0.0010526516707614	5.4449791787192e-4	12.441644668579102	0.00440401816740632	219.16110229492188	1.8840512037277224	0.59714275598526	1.2461581230163574	0.03719036653637886	5.558363014301904e-8	0.06110280007123947	0.00919572822749614	7.3293829336762e-4	0.02152149192988872	0.00363249448128044	0.1274486780166626	0.26590976119041443
TARA_A200000120	ERS327852	SAMEA2189665	ERR315680	ERX288822	PRJEB4352	TARA_007	37.031	1.948	9	2009-09-23	37.25	1.75	5	2009-09-23T00:00:00Z	30.050794135029577	4	0	0.0010526516707614	5.4449791787192e-4	12.441644668579102	0.00440401816740632	219.16110229492188	1.8840512037277224	0.59714275598526	1.2461581230163574	0.03719036653637886	5.558363014301904e-8	0.06110280007123947	0.00919572822749614	7.3293829336762e-4	0.02152149192988872	0.00363249448128044	0.1274486780166626	0.26590976119041443
TARA_A200000120	ERS327852	SAMEA2189665	ERR315681	ERX288837	PRJEB4352	TARA_007	37.031	1.948	9	2009-09-23	37.25	1.75	5	2009-09-23T00:00:00Z	30.050794135029577	4	0	0.0010526516707614	5.4449791787192e-4	12.441644668579102	0.00440401816740632	219.16110229492188	1.8840512037277224	0.59714275598526	1.2461581230163574	0.03719036653637886	5.558363014301904e-8	0.06110280007123947	0.00919572822749614	7.3293829336762e-4	0.02152149192988872	0.00363249448128044	0.1274486780166626	0.26590976119041443
