tara_barcode_num	sra_acc_num	sra_biosample_acc_num	sra_run_acc_num	sra_exp_acc_num	sra_study_acc_num	biosample_acc_num	ena_acc_num	tara_station	latitude	longitude	depth	date_time	lat_ps	lon_ps	depth_ps	time_ps	chl	fe	no3	nppv	o2	ph	phyc	po4	si	spco2
TARA_Y200000001	ERS487894	SAMEA2619371	ERR164424	ERX140299	PRJEB1788	SAMEA2619371	ERS487894	TARA_003	36.672	-10.421	9	2009-09-13	36.75	-10.5	9.82275	2009-09-01	0.09784998	5.6505617e-4	0.00446348	1.2682053	221.64989	8.024897	1.5139805	0.0031138503	1.0837408	41.956173
TARA_X000000410	ERS487958	SAMEA2619421	ERR1700900	ERX1771180	PRJEB4352	SAMEA2619421	ERS487958	TARA_004	36.563	-6.553	40	2009-09-15	36.5	-6.5	41.18002	2009-09-01	0.57592064	0.0014609667	3.8336768	10.392266	232.80954	8.043791	1.7450526	0.3568463	2.956569	43.462902
TARA_X000000408	ERS487956	SAMEA2619419	ERR868435	ERX948051	PRJEB4352	SAMEA2619419	ERS487956	TARA_004	36.563	-6.553	40	2009-09-15	36.5	-6.5	41.18002	2009-09-01	0.57592064	0.0014609667	3.8336768	10.392266	232.80954	8.043791	1.7450526	0.3568463	2.956569	43.462902
TARA_X000000408	ERS487956	SAMEA2619419	ERR868437	ERX948025	PRJEB4352	SAMEA2619419	ERS487956	TARA_004	36.563	-6.553	40	2009-09-15	36.5	-6.5	41.18002	2009-09-01	0.57592064	0.0014609667	3.8336768	10.392266	232.80954	8.043791	1.7450526	0.3568463	2.956569	43.462902
TARA_X000000410	ERS487958	SAMEA2619421	ERR1700908	ERX1771198	PRJEB4352	SAMEA2619421	ERS487958	TARA_004	36.563	-6.553	40	2009-09-15	36.5	-6.5	41.18002	2009-09-01	0.57592064	0.0014609667	3.8336768	10.392266	232.80954	8.043791	1.7450526	0.3568463	2.956569	43.462902
TARA_X000000408	ERS487956	SAMEA2619419	ERR868510	ERX947959	PRJEB4352	SAMEA2619419	ERS487956	TARA_004	36.563	-6.553	40	2009-09-15	36.5	-6.5	41.18002	2009-09-01	0.57592064	0.0014609667	3.8336768	10.392266	232.80954	8.043791	1.7450526	0.3568463	2.956569	43.462902
TARA_X000000368	ERS487936	SAMEA2619399	ERR598950	ERX556067	PRJEB1787	SAMEA2619399	ERS487936	TARA_004	36.563	-6.553	40	2009-09-15	36.5	-6.5	41.18002	2009-09-01	0.57592064	0.0014609667	3.8336768	10.392266	232.80954	8.043791	1.7450526	0.3568463	2.956569	43.462902
TARA_X000000368	ERS487936	SAMEA2619399	ERR599095	ERX555913	PRJEB1787	SAMEA2619399	ERS487936	TARA_004	36.563	-6.553	40	2009-09-15	36.5	-6.5	41.18002	2009-09-01	0.57592064	0.0014609667	3.8336768	10.392266	232.80954	8.043791	1.7450526	0.3568463	2.956569	43.462902
TARA_X000000323	ERS487919	SAMEA2619396	ERR868369	ERX948032	PRJEB4352	SAMEA2619396	ERS487919	TARA_004	36.563	-6.553	9	2009-09-15	36.5	-6.5	9.82275	2009-09-01	0.21148103	0.002481382	0.022514647	7.167699	222.2707	8.007508	2.2453637	0.009549343	1.278126	43.462902
TARA_X000000325	ERS487921	SAMEA2619398	ERR1726542	ERX1796512	PRJEB4352	SAMEA2619398	ERS487921	TARA_004	36.563	-6.553	9	2009-09-15	36.5	-6.5	9.82275	2009-09-01	0.21148103	0.002481382	0.022514647	7.167699	222.2707	8.007508	2.2453637	0.009549343	1.278126	43.462902
TARA_X000000357	ERS487930	SAMEA2657059	ERR1726827	ERX1796900	PRJEB4352	SAMEA2657059	ERS487930	TARA_004	36.563	-6.553	9	2009-09-15	36.5	-6.5	9.82275	2009-09-01	0.21148103	0.002481382	0.022514647	7.167699	222.2707	8.007508	2.2453637	0.009549343	1.278126	43.462902
TARA_Y200000002	ERS487911	SAMEA2619388	ERR164420	ERX140295	PRJEB1788	SAMEA2619388	ERS487911	TARA_004	36.563	-6.553	9	2009-09-15	36.5	-6.5	9.82275	2009-09-01	0.21148103	0.002481382	0.022514647	7.167699	222.2707	8.007508	2.2453637	0.009549343	1.278126	43.462902
TARA_X000000263	ERS487899	SAMEA2619376	ERR599003	ERX556024	PRJEB1787	SAMEA2619376	ERS487899	TARA_004	36.563	-6.553	9	2009-09-15	36.5	-6.5	9.82275	2009-09-01	0.21148103	0.002481382	0.022514647	7.167699	222.2707	8.007508	2.2453637	0.009549343	1.278126	43.462902
TARA_X000000263	ERS487899	SAMEA2619376	ERR598955	ERX555964	PRJEB1787	SAMEA2619376	ERS487899	TARA_004	36.563	-6.553	9	2009-09-15	36.5	-6.5	9.82275	2009-09-01	0.21148103	0.002481382	0.022514647	7.167699	222.2707	8.007508	2.2453637	0.009549343	1.278126	43.462902
TARA_X000000525	ERS487994	SAMEA2730824	ERR1726936	ERX1796710	PRJEB4352	SAMEA2730824	ERS487994	TARA_005	36.03	-4.405	68	2009-09-20	36	-4.5	69.02168	2009-10-01	0.2943108	4.80764e-4	2.8534534	1.8262069	232.35071	8.061741	0.7992281	0.21886282	1.8923179	41.723934
TARA_X000000567	ERS488005	SAMEA2619456	ERR868373	ERX947972	PRJEB4352	SAMEA2619456	ERS488005	TARA_005	36.03	-4.405	68	2009-09-20	36	-4.5	69.02168	2009-10-01	0.2943108	4.80764e-4	2.8534534	1.8262069	232.35071	8.061741	0.7992281	0.21886282	1.8923179	41.723934
TARA_X000000521	ERS487990	SAMEA2730820	ERR4691726	ERX4612835	PRJEB4352	SAMEA2730820	ERS487990	TARA_005	36.03	-4.405	9	2009-09-20	36	-4.5	9.82275	2009-10-01	0.117544524	0.0016169824	0.030487467	2.2633615	223.89598	8.025432	1.4484186	8.594621e-4	1.154375	41.723934
TARA_X000000488	ERS487982	SAMEA2619443	ERR868497	ERX947980	PRJEB4352	SAMEA2619443	ERS487982	TARA_005	36.03	-4.405	9	2009-09-20	36	-4.5	9.82275	2009-10-01	0.117544524	0.0016169824	0.030487467	2.2633615	223.89598	8.025432	1.4484186	8.594621e-4	1.154375	41.723934
TARA_X000000706	ERS488048	SAMEA2619486	ERR868448	ERX948069	PRJEB4352	SAMEA2619486	ERS488048	TARA_006	36.529	-4.251	35	2009-09-21	36.5	-4.25	35.7402	2009-10-01	0.29933727	5.7274086e-4	0.1353253	7.859019	255.5234	8.0680685	1.3321897	0.0359645	1.2948242	41.48447
TARA_X000000655	ERS488033	SAMEA2730531	ERR1726887	ERX1796647	PRJEB4352	SAMEA2730531	ERS488033	TARA_006	36.529	-4.251	9	2009-09-21	36.5	-4.25	9.82275	2009-10-01	0.12145892	0.0020268925	0.04185677	2.211662	223.51451	8.027377	1.4910253	5.817734e-4	1.1697206	41.48447
TARA_X000000659	ERS488029	SAMEA2730491	ERR1726612	ERX1796564	PRJEB4352	SAMEA2730491	ERS488029	TARA_006	36.529	-4.251	9	2009-09-21	36.5	-4.25	9.82275	2009-10-01	0.12145892	0.0020268925	0.04185677	2.211662	223.51451	8.027377	1.4910253	5.817734e-4	1.1697206	41.48447
TARA_X000000609	ERS488021	SAMEA2619468	ERR868389	ERX948076	PRJEB4352	SAMEA2619468	ERS488021	TARA_006	36.529	-4.251	9	2009-09-21	36.5	-4.25	9.82275	2009-10-01	0.12145892	0.0020268925	0.04185677	2.211662	223.51451	8.027377	1.4910253	5.817734e-4	1.1697206	41.48447
TARA_X000000610	ERS488022	SAMEA2619469	ERR4691723	ERX4612832	PRJEB4352	SAMEA2619469	ERS488022	TARA_006	36.529	-4.251	9	2009-09-21	36.5	-4.25	9.82275	2009-10-01	0.12145892	0.0020268925	0.04185677	2.211662	223.51451	8.027377	1.4910253	5.817734e-4	1.1697206	41.48447
TARA_X000000608	ERS488020	SAMEA2619467	ERR868431	ERX948016	PRJEB4352	SAMEA2619467	ERS488020	TARA_006	36.529	-4.251	9	2009-09-21	36.5	-4.25	9.82275	2009-10-01	0.12145892	0.0020268925	0.04185677	2.211662	223.51451	8.027377	1.4910253	5.817734e-4	1.1697206	41.48447
TARA_X000000604	ERS488017	SAMEA2619464	ERR164413	ERX140302	PRJEB1788	SAMEA2619464	ERS488017	TARA_006	36.529	-4.251	9	2009-09-21	36.5	-4.25	9.82275	2009-10-01	0.12145892	0.0020268925	0.04185677	2.211662	223.51451	8.027377	1.4910253	5.817734e-4	1.1697206	41.48447
TARA_A200000144	ERS327853	SAMEA2189666	ERR315695	ERX288835	PRJEB4352	SAMEA4402879	ERS1314328	TARA_007	37.031	1.948	42	2009-09-23	37	2	41.18002	2009-10-01	0.13881402	8.240324e-4	0.0034034166	2.2796428	257.79953	8.070635	0.8903431	0.02528254	1.3303269	41.51764
TARA_A200000144	ERS327853	SAMEA2189666	ERR315799	ERX288971	PRJEB4352	SAMEA4402879	ERS1314328	TARA_007	37.031	1.948	42	2009-09-23	37	2	41.18002	2009-10-01	0.13881402	8.240324e-4	0.0034034166	2.2796428	257.79953	8.070635	0.8903431	0.02528254	1.3303269	41.51764
TARA_A200000144	ERS327853	SAMEA2189666	ERR315804	ERX288970	PRJEB4352	SAMEA4402879	ERS1314328	TARA_007	37.031	1.948	42	2009-09-23	37	2	41.18002	2009-10-01	0.13881402	8.240324e-4	0.0034034166	2.2796428	257.79953	8.070635	0.8903431	0.02528254	1.3303269	41.51764
TARA_A200000144	ERS327853	SAMEA2189666	ERR315806	ERX288957	PRJEB4352	SAMEA4402879	ERS1314328	TARA_007	37.031	1.948	42	2009-09-23	37	2	41.18002	2009-10-01	0.13881402	8.240324e-4	0.0034034166	2.2796428	257.79953	8.070635	0.8903431	0.02528254	1.3303269	41.51764
TARA_A200000144	ERS327853	SAMEA2189666	ERR315816	ERX288974	PRJEB4352	SAMEA4402879	ERS1314328	TARA_007	37.031	1.948	42	2009-09-23	37	2	41.18002	2009-10-01	0.13881402	8.240324e-4	0.0034034166	2.2796428	257.79953	8.070635	0.8903431	0.02528254	1.3303269	41.51764
TARA_A200000144	ERS327853	SAMEA2189666	ERR315818	ERX288946	PRJEB4352	SAMEA4402879	ERS1314328	TARA_007	37.031	1.948	42	2009-09-23	37	2	41.18002	2009-10-01	0.13881402	8.240324e-4	0.0034034166	2.2796428	257.79953	8.070635	0.8903431	0.02528254	1.3303269	41.51764
TARA_A200000099	ERS327854	SAMEA2189667	ERR315679	ERX288831	PRJEB4352	SAMEA4402907	ERS1314356	TARA_007	37.031	1.948	42	2009-09-23	37	2	41.18002	2009-10-01	0.13881402	8.240324e-4	0.0034034166	2.2796428	257.79953	8.070635	0.8903431	0.02528254	1.3303269	41.51764
TARA_A200000099	ERS327854	SAMEA2189667	ERR315683	ERX288829	PRJEB4352	SAMEA4402907	ERS1314356	TARA_007	37.031	1.948	42	2009-09-23	37	2	41.18002	2009-10-01	0.13881402	8.240324e-4	0.0034034166	2.2796428	257.79953	8.070635	0.8903431	0.02528254	1.3303269	41.51764
TARA_A200000099	ERS327854	SAMEA2189667	ERR315692	ERX288830	PRJEB4352	SAMEA4402907	ERS1314356	TARA_007	37.031	1.948	42	2009-09-23	37	2	41.18002	2009-10-01	0.13881402	8.240324e-4	0.0034034166	2.2796428	257.79953	8.070635	0.8903431	0.02528254	1.3303269	41.51764
TARA_A200000099	ERS327854	SAMEA2189667	ERR315809	ERX288952	PRJEB4352	SAMEA4402907	ERS1314356	TARA_007	37.031	1.948	42	2009-09-23	37	2	41.18002	2009-10-01	0.13881402	8.240324e-4	0.0034034166	2.2796428	257.79953	8.070635	0.8903431	0.02528254	1.3303269	41.51764
TARA_A200000175	ERS327856	SAMEA2189669	ERR315689	ERX288825	PRJEB4352	SAMEA4402902	ERS1314351	TARA_007	37.031	1.948	42	2009-09-23	37	2	41.18002	2009-10-01	0.13881402	8.240324e-4	0.0034034166	2.2796428	257.79953	8.070635	0.8903431	0.02528254	1.3303269	41.51764
TARA_A200000175	ERS327856	SAMEA2189669	ERR315690	ERX288824	PRJEB4352	SAMEA4402902	ERS1314351	TARA_007	37.031	1.948	42	2009-09-23	37	2	41.18002	2009-10-01	0.13881402	8.240324e-4	0.0034034166	2.2796428	257.79953	8.070635	0.8903431	0.02528254	1.3303269	41.51764
TARA_A200000175	ERS327856	SAMEA2189669	ERR315694	ERX288828	PRJEB4352	SAMEA4402902	ERS1314351	TARA_007	37.031	1.948	42	2009-09-23	37	2	41.18002	2009-10-01	0.13881402	8.240324e-4	0.0034034166	2.2796428	257.79953	8.070635	0.8903431	0.02528254	1.3303269	41.51764
TARA_A200000175	ERS327856	SAMEA2189669	ERR315807	ERX288960	PRJEB4352	SAMEA4402902	ERS1314351	TARA_007	37.031	1.948	42	2009-09-23	37	2	41.18002	2009-10-01	0.13881402	8.240324e-4	0.0034034166	2.2796428	257.79953	8.070635	0.8903431	0.02528254	1.3303269	41.51764
TARA_A200000175	ERS327856	SAMEA2189669	ERR315810	ERX288953	PRJEB4352	SAMEA4402902	ERS1314351	TARA_007	37.031	1.948	42	2009-09-23	37	2	41.18002	2009-10-01	0.13881402	8.240324e-4	0.0034034166	2.2796428	257.79953	8.070635	0.8903431	0.02528254	1.3303269	41.51764
TARA_A200000175	ERS327856	SAMEA2189669	ERR315813	ERX288955	PRJEB4352	SAMEA4402902	ERS1314351	TARA_007	37.031	1.948	42	2009-09-23	37	2	41.18002	2009-10-01	0.13881402	8.240324e-4	0.0034034166	2.2796428	257.79953	8.070635	0.8903431	0.02528254	1.3303269	41.51764
TARA_A200000175	ERS327856	SAMEA2189669	ERR315819	ERX288972	PRJEB4352	SAMEA4402902	ERS1314351	TARA_007	37.031	1.948	42	2009-09-23	37	2	41.18002	2009-10-01	0.13881402	8.240324e-4	0.0034034166	2.2796428	257.79953	8.070635	0.8903431	0.02528254	1.3303269	41.51764
TARA_A200000175	ERS327856	SAMEA2189669	ERR315826	ERX288948	PRJEB4352	SAMEA4402902	ERS1314351	TARA_007	37.031	1.948	42	2009-09-23	37	2	41.18002	2009-10-01	0.13881402	8.240324e-4	0.0034034166	2.2796428	257.79953	8.070635	0.8903431	0.02528254	1.3303269	41.51764
TARA_A200000146	ERS327859	SAMEA2189672	ERR315674	ERX288834	PRJEB4352	SAMEA2591080	ERS477959	TARA_007	37.031	1.948	42	2009-09-23	37	2	41.18002	2009-10-01	0.13881402	8.240324e-4	0.0034034166	2.2796428	257.79953	8.070635	0.8903431	0.02528254	1.3303269	41.51764
TARA_A200000146	ERS327859	SAMEA2189672	ERR315688	ERX288840	PRJEB4352	SAMEA2591080	ERS477959	TARA_007	37.031	1.948	42	2009-09-23	37	2	41.18002	2009-10-01	0.13881402	8.240324e-4	0.0034034166	2.2796428	257.79953	8.070635	0.8903431	0.02528254	1.3303269	41.51764
TARA_A200000146	ERS327859	SAMEA2189672	ERR315803	ERX288951	PRJEB4352	SAMEA2591080	ERS477959	TARA_007	37.031	1.948	42	2009-09-23	37	2	41.18002	2009-10-01	0.13881402	8.240324e-4	0.0034034166	2.2796428	257.79953	8.070635	0.8903431	0.02528254	1.3303269	41.51764
TARA_A200000146	ERS327859	SAMEA2189672	ERR315811	ERX288968	PRJEB4352	SAMEA2591080	ERS477959	TARA_007	37.031	1.948	42	2009-09-23	37	2	41.18002	2009-10-01	0.13881402	8.240324e-4	0.0034034166	2.2796428	257.79953	8.070635	0.8903431	0.02528254	1.3303269	41.51764
TARA_A200000102	ERS477973	SAMEA2611382	ERR538176	ERX503379	PRJEB4352	SAMEA2611382	ERS477973	TARA_007	37.031	1.948	42	2009-09-23	37	2	41.18002	2009-10-01	0.13881402	8.240324e-4	0.0034034166	2.2796428	257.79953	8.070635	0.8903431	0.02528254	1.3303269	41.51764
TARA_A200000148	ERS477961	SAMEA2591082	ERR538187	ERX503391	PRJEB4352	SAMEA2591082	ERS477961	TARA_007	37.031	1.948	42	2009-09-23	37	2	41.18002	2009-10-01	0.13881402	8.240324e-4	0.0034034166	2.2796428	257.79953	8.070635	0.8903431	0.02528254	1.3303269	41.51764
TARA_A200000148	ERS477961	SAMEA2591082	ERR538181	ERX503378	PRJEB4352	SAMEA2591082	ERS477961	TARA_007	37.031	1.948	42	2009-09-23	37	2	41.18002	2009-10-01	0.13881402	8.240324e-4	0.0034034166	2.2796428	257.79953	8.070635	0.8903431	0.02528254	1.3303269	41.51764
TARA_A200000158	ERS477956	SAMEA2591077	ERR538182	ERX503385	PRJEB4352	SAMEA2591077	ERS477956	TARA_007	37.031	1.948	42	2009-09-23	37	2	41.18002	2009-10-01	0.13881402	8.240324e-4	0.0034034166	2.2796428	257.79953	8.070635	0.8903431	0.02528254	1.3303269	41.51764
TARA_A200000159	ERS477953	SAMEA2591074	ERR164410	ERX140289	PRJEB1788	SAMEA2591074	ERS477953	TARA_007	37.031	1.948	42	2009-09-23	37	2	41.18002	2009-10-01	0.13881402	8.240324e-4	0.0034034166	2.2796428	257.79953	8.070635	0.8903431	0.02528254	1.3303269	41.51764
TARA_A200000159	ERS477953	SAMEA2591074	ERR164422	ERX140301	PRJEB1788	SAMEA2591074	ERS477953	TARA_007	37.031	1.948	42	2009-09-23	37	2	41.18002	2009-10-01	0.13881402	8.240324e-4	0.0034034166	2.2796428	257.79953	8.070635	0.8903431	0.02528254	1.3303269	41.51764
TARA_A200000159	ERS477953	SAMEA2591074	ERR315856	ERX289004	PRJEB1788	SAMEA2591074	ERS477953	TARA_007	37.031	1.948	42	2009-09-23	37	2	41.18002	2009-10-01	0.13881402	8.240324e-4	0.0034034166	2.2796428	257.79953	8.070635	0.8903431	0.02528254	1.3303269	41.51764
TARA_A200000120	ERS327852	SAMEA2189665	ERR315673	ERX288843	PRJEB4352	SAMEA4402871	ERS1314320	TARA_007	37.031	1.948	9	2009-09-23	37	2	9.82275	2009-10-01	0.09520193	0.00240552	0.018190127	1.3117445	220.04648	8.027579	1.3601228	9.449372e-4	1.1422745	41.51764
TARA_A200000120	ERS327852	SAMEA2189665	ERR315675	ERX288838	PRJEB4352	SAMEA4402871	ERS1314320	TARA_007	37.031	1.948	9	2009-09-23	37	2	9.82275	2009-10-01	0.09520193	0.00240552	0.018190127	1.3117445	220.04648	8.027579	1.3601228	9.449372e-4	1.1422745	41.51764
TARA_A200000120	ERS327852	SAMEA2189665	ERR315680	ERX288822	PRJEB4352	SAMEA4402871	ERS1314320	TARA_007	37.031	1.948	9	2009-09-23	37	2	9.82275	2009-10-01	0.09520193	0.00240552	0.018190127	1.3117445	220.04648	8.027579	1.3601228	9.449372e-4	1.1422745	41.51764
TARA_A200000120	ERS327852	SAMEA2189665	ERR315681	ERX288837	PRJEB4352	SAMEA4402871	ERS1314320	TARA_007	37.031	1.948	9	2009-09-23	37	2	9.82275	2009-10-01	0.09520193	0.00240552	0.018190127	1.3117445	220.04648	8.027579	1.3601228	9.449372e-4	1.1422745	41.51764
TARA_A200000120	ERS327852	SAMEA2189665	ERR315682	ERX288827	PRJEB4352	SAMEA4402871	ERS1314320	TARA_007	37.031	1.948	9	2009-09-23	37	2	9.82275	2009-10-01	0.09520193	0.00240552	0.018190127	1.3117445	220.04648	8.027579	1.3601228	9.449372e-4	1.1422745	41.51764
TARA_A200000120	ERS327852	SAMEA2189665	ERR315684	ERX288833	PRJEB4352	SAMEA4402871	ERS1314320	TARA_007	37.031	1.948	9	2009-09-23	37	2	9.82275	2009-10-01	0.09520193	0.00240552	0.018190127	1.3117445	220.04648	8.027579	1.3601228	9.449372e-4	1.1422745	41.51764
TARA_A200000120	ERS327852	SAMEA2189665	ERR315685	ERX288839	PRJEB4352	SAMEA4402871	ERS1314320	TARA_007	37.031	1.948	9	2009-09-23	37	2	9.82275	2009-10-01	0.09520193	0.00240552	0.018190127	1.3117445	220.04648	8.027579	1.3601228	9.449372e-4	1.1422745	41.51764
TARA_A200000120	ERS327852	SAMEA2189665	ERR315693	ERX288821	PRJEB4352	SAMEA4402871	ERS1314320	TARA_007	37.031	1.948	9	2009-09-23	37	2	9.82275	2009-10-01	0.09520193	0.00240552	0.018190127	1.3117445	220.04648	8.027579	1.3601228	9.449372e-4	1.1422745	41.51764
TARA_A200000120	ERS327852	SAMEA2189665	ERR315827	ERX288967	PRJEB4352	SAMEA4402871	ERS1314320	TARA_007	37.031	1.948	9	2009-09-23	37	2	9.82275	2009-10-01	0.09520193	0.00240552	0.018190127	1.3117445	220.04648	8.027579	1.3601228	9.449372e-4	1.1422745	41.51764
TARA_A200000071	ERS327855	SAMEA2189668	ERR315687	ERX288832	PRJEB4352	SAMEA4402852	ERS1314301	TARA_007	37.031	1.948	9	2009-09-23	37	2	9.82275	2009-10-01	0.09520193	0.00240552	0.018190127	1.3117445	220.04648	8.027579	1.3601228	9.449372e-4	1.1422745	41.51764
TARA_A200000071	ERS327855	SAMEA2189668	ERR315808	ERX288963	PRJEB4352	SAMEA4402852	ERS1314301	TARA_007	37.031	1.948	9	2009-09-23	37	2	9.82275	2009-10-01	0.09520193	0.00240552	0.018190127	1.3117445	220.04648	8.027579	1.3601228	9.449372e-4	1.1422745	41.51764
TARA_A200000091	ERS327857	SAMEA2189670	ERR315676	ERX288841	PRJEB4352	SAMEA2591064	ERS477938	TARA_007	37.031	1.948	9	2009-09-23	37	2	9.82275	2009-10-01	0.09520193	0.00240552	0.018190127	1.3117445	220.04648	8.027579	1.3601228	9.449372e-4	1.1422745	41.51764
TARA_A200000091	ERS327857	SAMEA2189670	ERR315677	ERX288826	PRJEB4352	SAMEA2591064	ERS477938	TARA_007	37.031	1.948	9	2009-09-23	37	2	9.82275	2009-10-01	0.09520193	0.00240552	0.018190127	1.3117445	220.04648	8.027579	1.3601228	9.449372e-4	1.1422745	41.51764
TARA_A200000091	ERS327857	SAMEA2189670	ERR315686	ERX288836	PRJEB4352	SAMEA2591064	ERS477938	TARA_007	37.031	1.948	9	2009-09-23	37	2	9.82275	2009-10-01	0.09520193	0.00240552	0.018190127	1.3117445	220.04648	8.027579	1.3601228	9.449372e-4	1.1422745	41.51764
TARA_A200000091	ERS327857	SAMEA2189670	ERR315798	ERX288959	PRJEB4352	SAMEA2591064	ERS477938	TARA_007	37.031	1.948	9	2009-09-23	37	2	9.82275	2009-10-01	0.09520193	0.00240552	0.018190127	1.3117445	220.04648	8.027579	1.3601228	9.449372e-4	1.1422745	41.51764
TARA_A200000091	ERS327857	SAMEA2189670	ERR315800	ERX288950	PRJEB4352	SAMEA2591064	ERS477938	TARA_007	37.031	1.948	9	2009-09-23	37	2	9.82275	2009-10-01	0.09520193	0.00240552	0.018190127	1.3117445	220.04648	8.027579	1.3601228	9.449372e-4	1.1422745	41.51764
TARA_A200000091	ERS327857	SAMEA2189670	ERR315801	ERX288954	PRJEB4352	SAMEA2591064	ERS477938	TARA_007	37.031	1.948	9	2009-09-23	37	2	9.82275	2009-10-01	0.09520193	0.00240552	0.018190127	1.3117445	220.04648	8.027579	1.3601228	9.449372e-4	1.1422745	41.51764
TARA_A200000091	ERS327857	SAMEA2189670	ERR315802	ERX288947	PRJEB4352	SAMEA2591064	ERS477938	TARA_007	37.031	1.948	9	2009-09-23	37	2	9.82275	2009-10-01	0.09520193	0.00240552	0.018190127	1.3117445	220.04648	8.027579	1.3601228	9.449372e-4	1.1422745	41.51764
TARA_A200000091	ERS327857	SAMEA2189670	ERR315805	ERX288962	PRJEB4352	SAMEA2591064	ERS477938	TARA_007	37.031	1.948	9	2009-09-23	37	2	9.82275	2009-10-01	0.09520193	0.00240552	0.018190127	1.3117445	220.04648	8.027579	1.3601228	9.449372e-4	1.1422745	41.51764
TARA_A200000091	ERS327857	SAMEA2189670	ERR315812	ERX288956	PRJEB4352	SAMEA2591064	ERS477938	TARA_007	37.031	1.948	9	2009-09-23	37	2	9.82275	2009-10-01	0.09520193	0.00240552	0.018190127	1.3117445	220.04648	8.027579	1.3601228	9.449372e-4	1.1422745	41.51764
TARA_A200000091	ERS327857	SAMEA2189670	ERR315814	ERX288949	PRJEB4352	SAMEA2591064	ERS477938	TARA_007	37.031	1.948	9	2009-09-23	37	2	9.82275	2009-10-01	0.09520193	0.00240552	0.018190127	1.3117445	220.04648	8.027579	1.3601228	9.449372e-4	1.1422745	41.51764
TARA_A200000091	ERS327857	SAMEA2189670	ERR315815	ERX288969	PRJEB4352	SAMEA2591064	ERS477938	TARA_007	37.031	1.948	9	2009-09-23	37	2	9.82275	2009-10-01	0.09520193	0.00240552	0.018190127	1.3117445	220.04648	8.027579	1.3601228	9.449372e-4	1.1422745	41.51764
TARA_A200000091	ERS327857	SAMEA2189670	ERR315817	ERX288964	PRJEB4352	SAMEA2591064	ERS477938	TARA_007	37.031	1.948	9	2009-09-23	37	2	9.82275	2009-10-01	0.09520193	0.00240552	0.018190127	1.3117445	220.04648	8.027579	1.3601228	9.449372e-4	1.1422745	41.51764
TARA_A200000091	ERS327857	SAMEA2189670	ERR315820	ERX288975	PRJEB4352	SAMEA2591064	ERS477938	TARA_007	37.031	1.948	9	2009-09-23	37	2	9.82275	2009-10-01	0.09520193	0.00240552	0.018190127	1.3117445	220.04648	8.027579	1.3601228	9.449372e-4	1.1422745	41.51764
TARA_A200000091	ERS327857	SAMEA2189670	ERR315821	ERX288965	PRJEB4352	SAMEA2591064	ERS477938	TARA_007	37.031	1.948	9	2009-09-23	37	2	9.82275	2009-10-01	0.09520193	0.00240552	0.018190127	1.3117445	220.04648	8.027579	1.3601228	9.449372e-4	1.1422745	41.51764
TARA_A200000091	ERS327857	SAMEA2189670	ERR315822	ERX288973	PRJEB4352	SAMEA2591064	ERS477938	TARA_007	37.031	1.948	9	2009-09-23	37	2	9.82275	2009-10-01	0.09520193	0.00240552	0.018190127	1.3117445	220.04648	8.027579	1.3601228	9.449372e-4	1.1422745	41.51764
TARA_A200000091	ERS327857	SAMEA2189670	ERR315824	ERX288966	PRJEB4352	SAMEA2591064	ERS477938	TARA_007	37.031	1.948	9	2009-09-23	37	2	9.82275	2009-10-01	0.09520193	0.00240552	0.018190127	1.3117445	220.04648	8.027579	1.3601228	9.449372e-4	1.1422745	41.51764
TARA_A200000091	ERS327857	SAMEA2189670	ERR315825	ERX288958	PRJEB4352	SAMEA2591064	ERS477938	TARA_007	37.031	1.948	9	2009-09-23	37	2	9.82275	2009-10-01	0.09520193	0.00240552	0.018190127	1.3117445	220.04648	8.027579	1.3601228	9.449372e-4	1.1422745	41.51764
TARA_A200000167	ERS327858	SAMEA2189671	ERR315678	ERX288842	PRJEB4352	SAMEA4402897	ERS1314346	TARA_007	37.031	1.948	9	2009-09-23	37	2	9.82275	2009-10-01	0.09520193	0.00240552	0.018190127	1.3117445	220.04648	8.027579	1.3601228	9.449372e-4	1.1422745	41.51764
TARA_A200000167	ERS327858	SAMEA2189671	ERR315691	ERX288823	PRJEB4352	SAMEA4402897	ERS1314346	TARA_007	37.031	1.948	9	2009-09-23	37	2	9.82275	2009-10-01	0.09520193	0.00240552	0.018190127	1.3117445	220.04648	8.027579	1.3601228	9.449372e-4	1.1422745	41.51764
TARA_A200000167	ERS327858	SAMEA2189671	ERR315823	ERX288961	PRJEB4352	SAMEA4402897	ERS1314346	TARA_007	37.031	1.948	9	2009-09-23	37	2	9.82275	2009-10-01	0.09520193	0.00240552	0.018190127	1.3117445	220.04648	8.027579	1.3601228	9.449372e-4	1.1422745	41.51764
TARA_A200000110	ERS477937	SAMEA2591063	ERR538190	ERX503393	PRJEB4352	SAMEA2591063	ERS477937	TARA_007	37.031	1.948	9	2009-09-23	37	2	9.82275	2009-10-01	0.09520193	0.00240552	0.018190127	1.3117445	220.04648	8.027579	1.3601228	9.449372e-4	1.1422745	41.51764
TARA_A200000139	ERS477943	SAMEA2611380	ERR538183	ERX503375	PRJEB4352	SAMEA2611380	ERS477943	TARA_007	37.031	1.948	9	2009-09-23	37	2	9.82275	2009-10-01	0.09520193	0.00240552	0.018190127	1.3117445	220.04648	8.027579	1.3601228	9.449372e-4	1.1422745	41.51764
